From Date,To Date,NO,NO2,Ozone,NOx,SO2,PM25,PM10
06-10-2019 08:15,06-10-2019 08:30,6.79,39.86,8.06,46.66,2.87,64.44,106.7
06-10-2019 08:30,06-10-2019 08:45,23.15,33.06,2.28,56.21,3.03,52.17,84.66
06-10-2019 08:45,06-10-2019 09:00,5.25,37.61,17.87,42.86,2.55,64.44,106.7
06-10-2019 09:00,06-10-2019 09:15,4.4,34.35,22.31,38.75,2.95,55.82,91.69
06-10-2019 09:15,06-10-2019 09:30,4.35,30.66,22.6,35,3.02,54.74,88.92
06-10-2019 09:30,06-10-2019 09:45,6.3,37.25,13.2,43.55,2.85,64.44,106.7
06-10-2019 09:45,06-10-2019 10:00,4.08,26.72,33.57,30.8,4.17,54.74,88.92
06-10-2019 10:00,06-10-2019 10:15,3.8,23.04,58.39,26.84,None,60.51,84.1
06-10-2019 10:15,06-10-2019 10:30,3.1,18.9,56.98,22,9.17,61.49,83.21
06-10-2019 10:30,06-10-2019 10:45,5.14,30.49,32.53,35.63,2.95,54.74,88.92
06-10-2019 10:45,06-10-2019 11:00,3.25,14.94,68.93,18.19,10.21,61.49,83.21
06-10-2019 11:00,06-10-2019 11:15,3.29,15.31,68.66,18.6,10.22,37.64,72.04
06-10-2019 11:15,06-10-2019 11:30,3.82,15.86,63.46,19.68,10.14,33.97,70.8
06-10-2019 11:30,06-10-2019 11:45,3.62,16.49,60.22,20.11,9.37,61.49,83.21
06-10-2019 11:45,06-10-2019 12:00,3.3,15.4,65.88,18.71,10.69,33.97,70.8
06-10-2019 12:00,06-10-2019 12:15,2.6,13.79,71.99,16.22,10.45,38.6,87.72
06-10-2019 12:15,06-10-2019 12:30,3.21,13.32,68.85,16.54,10.12,39.12,90.83
06-10-2019 12:30,06-10-2019 12:45,3.59,16.16,70.56,19.75,10.27,33.97,70.8
06-10-2019 12:45,06-10-2019 13:00,2.84,11.14,73.45,13.98,10.02,39.12,90.83
06-10-2019 13:00,06-10-2019 13:15,3.45,11.84,69.53,15.29,10.36,27.18,94.72
06-10-2019 13:15,06-10-2019 13:30,4.25,11.12,73.01,15.37,11.04,24.99,95.32
06-10-2019 13:30,06-10-2019 13:45,3.2,11.95,71.36,15.15,9.77,39.12,90.83
06-10-2019 13:45,06-10-2019 14:00,2.9,13.92,59.72,16.81,12.68,24.99,95.32
06-10-2019 14:00,06-10-2019 14:15,2.5,10.14,66.74,12.64,None,24.67,86.06
06-10-2019 14:15,06-10-2019 14:30,2.92,8.57,70.1,11.49,5.86,24.63,85.04
06-10-2019 14:30,06-10-2019 14:45,3.35,11.2,72.81,14.55,13.48,24.99,95.32
06-10-2019 14:45,06-10-2019 15:00,2.68,9.91,69.16,12.59,4.15,24.63,85.04
06-10-2019 15:00,06-10-2019 15:15,2.67,9.84,61.41,12.51,4.55,41.45,83.97
06-10-2019 15:15,06-10-2019 15:30,None,None,None,0,None,None,None
06-10-2019 15:30,06-10-2019 15:45,2.83,8.92,71.15,11.75,4.66,24.63,85.04
06-10-2019 15:45,06-10-2019 16:00,2.37,13.37,80.16,15.75,4.64,43.32,83.77
06-10-2019 16:00,06-10-2019 16:15,3.03,12.08,75.67,15.1,4.75,44.66,71.41
06-10-2019 16:15,06-10-2019 16:30,3.07,11.96,76.7,15.03,4.44,44.9,69.86
06-10-2019 16:30,06-10-2019 16:45,3.24,10.74,50.67,13.97,4.38,43.32,83.77
06-10-2019 16:45,06-10-2019 17:00,2.73,12.69,73.48,15.41,4.35,44.9,69.86
06-10-2019 17:00,06-10-2019 17:15,2.87,12.93,70.98,15.81,4.24,50.01,73.81
06-10-2019 17:15,06-10-2019 17:30,3.31,15.27,62.05,18.58,5.01,50.58,74.25
06-10-2019 17:30,06-10-2019 17:45,2.72,11.24,81.9,13.96,4.19,44.9,69.86
06-10-2019 17:45,06-10-2019 18:00,5.34,42.87,26.58,48.2,7.83,50.58,74.25
06-10-2019 18:00,06-10-2019 18:15,4.71,51.48,21.83,56.18,None,49.92,90.41
06-10-2019 18:15,06-10-2019 18:30,14.71,64.42,9.02,79.13,7.84,49.81,93.38
06-10-2019 18:30,06-10-2019 18:45,3.61,22.42,48.71,26.02,6.65,50.58,74.25
06-10-2019 18:45,06-10-2019 19:00,3.78,43.55,18.85,47.33,9,49.81,93.38
06-10-2019 19:00,06-10-2019 19:15,5.53,45.08,16.76,50.62,9.13,56.35,128.13
06-10-2019 19:15,06-10-2019 19:30,4.47,41.46,22.51,45.93,9.33,57.45,132.47
06-10-2019 19:30,06-10-2019 19:45,5.64,48.48,18.28,54.13,8.58,49.81,93.38
06-10-2019 19:45,06-10-2019 20:00,3.61,34.37,39.94,37.98,9.19,57.45,132.47
06-10-2019 20:00,06-10-2019 20:15,2.97,28.72,41.18,31.69,9.03,63.86,128.31
06-10-2019 20:15,06-10-2019 20:30,3.35,28.78,42.24,32.13,8.97,64.58,127.85
06-10-2019 20:30,06-10-2019 20:45,3.84,36.19,27.57,40.03,9.03,57.45,132.47
06-10-2019 20:45,06-10-2019 21:00,4.12,30.42,30.88,34.54,10.18,64.58,127.85
06-10-2019 21:00,06-10-2019 21:15,5.81,43.93,14.93,49.74,11.67,61.82,99.66
06-10-2019 21:15,06-10-2019 21:30,3.65,41.92,16.77,45.57,10.17,61.48,94.47
06-10-2019 21:30,06-10-2019 21:45,3.27,32.01,41.93,35.28,9.35,64.58,127.85
06-10-2019 21:45,06-10-2019 22:00,4.51,42.92,10.79,47.42,5.42,61.48,94.47
06-10-2019 22:00,06-10-2019 22:15,3.79,36.57,22,40.35,None,57.63,91.91
06-10-2019 22:15,06-10-2019 22:30,2.69,24.77,39.77,27.46,6.3,57.09,91.59
06-10-2019 22:30,06-10-2019 22:45,3.54,40.2,15.59,43.74,7.08,61.48,94.47
06-10-2019 22:45,06-10-2019 23:00,3.84,17.87,46.24,21.7,7.81,57.09,91.59
06-10-2019 23:00,06-10-2019 23:15,3.76,18.85,42.07,22.61,10.57,65.03,89.83
06-10-2019 23:15,06-10-2019 23:30,3.07,27.21,10.87,30.28,13.07,39.79,64.09
06-10-2019 23:30,06-10-2019 23:45,4.05,17.86,50.38,21.91,6.36,57.09,91.59
06-10-2019 23:45,07-10-2019 00:00,None,None,None,None,None,None,None
07-10-2019 00:00,07-10-2019 00:15,2.26,12.46,19.67,14.72,11.8,23.66,51.13
07-10-2019 00:15,07-10-2019 00:30,2.46,9.43,21.54,11.89,10.73,21.18,48.74
07-10-2019 00:30,07-10-2019 00:45,None,None,None,0,None,None,None
07-10-2019 00:45,07-10-2019 01:00,3.1,8.08,23.8,11.18,10.63,21.18,48.74
07-10-2019 01:00,07-10-2019 01:15,2.79,8.14,22.65,10.93,10.96,12.95,56.7
07-10-2019 01:15,07-10-2019 01:30,3.17,7.95,22.59,11.12,10.89,11.92,57.7
07-10-2019 01:30,07-10-2019 01:45,2.73,8.66,23.03,11.38,11.43,11.92,57.7
07-10-2019 01:45,07-10-2019 02:00,2.71,7.65,24.14,10.36,11.51,11.92,57.7
07-10-2019 02:00,07-10-2019 02:15,1.83,7.73,24.06,9.46,None,6.56,45.49
07-10-2019 02:15,07-10-2019 02:30,None,None,None,0,None,None,None
07-10-2019 02:30,07-10-2019 02:45,2.73,8.66,23.03,11.38,11.43,11.92,57.7
07-10-2019 02:45,07-10-2019 03:00,3.02,7.56,22.22,10.58,7.8,5.96,43.24
07-10-2019 03:00,07-10-2019 03:15,2.73,7.39,22.99,10.12,7.38,21.93,35.65
07-10-2019 03:15,07-10-2019 03:30,2.95,7.18,24.05,10.13,7.22,24.39,34.13
07-10-2019 03:30,07-10-2019 03:45,2.77,7.98,23.01,10.75,7.74,5.96,43.24
07-10-2019 03:45,07-10-2019 04:00,2.66,8.35,23.06,11.01,7.71,24.39,34.13
07-10-2019 04:00,07-10-2019 04:15,2.45,7.96,22.72,10.4,7.52,18.69,30.77
07-10-2019 04:15,07-10-2019 04:30,2.5,8.35,21.15,10.85,7.69,17.98,30.35
07-10-2019 04:30,07-10-2019 04:45,2.33,7.74,23.28,10.07,7.44,24.39,34.13
07-10-2019 04:45,07-10-2019 05:00,3.28,9.05,20.69,12.33,8.19,17.98,30.35
07-10-2019 05:00,07-10-2019 05:15,2.9,9.02,22.19,11.92,5.45,10.9,29.3
07-10-2019 05:15,07-10-2019 05:30,3.16,9.24,23.04,12.4,3.58,9.91,29.11
07-10-2019 05:30,07-10-2019 05:45,3.19,9.11,20.8,12.3,8.39,17.98,30.35
07-10-2019 05:45,07-10-2019 06:00,2.72,9.16,23.01,11.88,1.69,10.52,30.26
07-10-2019 06:00,07-10-2019 06:15,2.08,10.81,45.91,12.89,None,19.47,41.7
07-10-2019 06:15,07-10-2019 06:30,2.57,9.86,48.01,12.43,8.25,19.92,41.72
07-10-2019 06:30,07-10-2019 06:45,2.51,9.29,22.4,11.8,2.1,9.91,29.11
07-10-2019 06:45,07-10-2019 07:00,3.25,10.39,60.52,13.64,9.67,19.92,41.72
07-10-2019 07:00,07-10-2019 07:15,3.17,11.01,67.18,14.18,11.92,13.21,32.54
07-10-2019 07:15,07-10-2019 07:30,2.35,12.72,60.97,15.07,13.18,12.37,31.4
07-10-2019 07:30,07-10-2019 07:45,3.07,9.99,66.69,13.06,8.19,19.92,41.72
07-10-2019 07:45,07-10-2019 08:00,2.8,11.95,74.89,14.75,10.78,12.37,31.4
07-10-2019 08:00,07-10-2019 08:15,2.84,10.11,72.78,12.96,9.81,8.07,35.45
07-10-2019 08:15,07-10-2019 08:30,3.07,10.13,76.32,13.2,10.1,7.41,36.2
07-10-2019 08:30,07-10-2019 08:45,2.75,16.42,67.67,19.17,11.99,12.37,31.4
07-10-2019 08:45,07-10-2019 09:00,2.84,9.1,66.47,11.95,12.5,7.41,36.2
07-10-2019 09:00,07-10-2019 09:15,3.02,13.45,64.3,16.47,13.4,13.93,46.09
07-10-2019 09:15,07-10-2019 09:30,3.15,15.48,63.87,18.63,13.42,14.94,47.91
07-10-2019 09:30,07-10-2019 09:45,2.63,9.33,69.16,11.96,11.66,7.41,36.2
07-10-2019 09:45,07-10-2019 10:00,3.01,19.9,51.51,22.91,14.18,14.94,47.91
07-10-2019 10:00,07-10-2019 10:15,2.09,17.58,50.61,19.67,None,13.49,49.12
07-10-2019 10:15,07-10-2019 10:30,3.07,16.56,51.23,19.63,8.5,13.31,49.25
07-10-2019 10:30,07-10-2019 10:45,3.06,14.67,59.5,17.73,13.87,14.94,47.91
07-10-2019 10:45,07-10-2019 11:00,3.67,14.94,53.95,18.61,8.46,13.31,49.25
07-10-2019 11:00,07-10-2019 11:15,3.72,14.14,53.99,17.86,7.96,26.43,48.69
07-10-2019 11:15,07-10-2019 11:30,3.36,13.19,58.85,16.55,7.87,28.64,48.58
07-10-2019 11:30,07-10-2019 11:45,3.46,15.03,52.89,18.49,8.73,13.31,49.25
07-10-2019 11:45,07-10-2019 12:00,3.1,12.02,61.85,15.12,8.11,28.64,48.58
07-10-2019 12:00,07-10-2019 12:15,3.05,13.56,58.15,16.62,9.1,21.3,50.08
07-10-2019 12:15,07-10-2019 12:30,2.61,13.06,63.48,15.67,9.89,20.38,50.35
07-10-2019 12:30,07-10-2019 12:45,2.66,13.89,67.53,16.55,8.07,28.64,48.58
07-10-2019 12:45,07-10-2019 13:00,2.83,13.07,65.92,15.89,5.97,20.38,50.35
07-10-2019 13:00,07-10-2019 13:15,2.97,12.37,72.58,15.33,4.71,26.67,49.68
07-10-2019 13:15,07-10-2019 13:30,3.54,13.13,73.46,16.67,3.99,27.37,49.61
07-10-2019 13:30,07-10-2019 13:45,2.54,12.9,68.46,15.45,7.92,20.38,50.35
07-10-2019 13:45,07-10-2019 14:00,3.07,12.75,77.25,15.83,3.66,27.37,49.61
07-10-2019 14:00,07-10-2019 14:15,3.33,12.38,74.04,15.71,None,40.77,65.16
07-10-2019 14:15,07-10-2019 14:30,3.06,11.11,77.53,14.17,8.19,43.03,68.03
07-10-2019 14:30,07-10-2019 14:45,3.04,12.55,80.01,15.59,3.88,27.37,49.61
07-10-2019 14:45,07-10-2019 15:00,3.28,17.75,64.42,21.03,7.34,43.03,68.03
07-10-2019 15:00,07-10-2019 15:15,2.79,15.1,63.25,17.89,7.47,49.63,65.73
07-10-2019 15:15,07-10-2019 15:30,3.54,20.2,58.77,23.74,7.2,50.45,65.44
07-10-2019 15:30,07-10-2019 15:45,2.56,10.71,74.05,13.28,7.79,43.03,68.03
07-10-2019 15:45,07-10-2019 16:00,3.15,15.54,58.62,18.69,7.85,50.45,65.44
07-10-2019 16:00,07-10-2019 16:15,3.4,14.18,53.5,17.58,9.04,44.57,65.69
07-10-2019 16:15,07-10-2019 16:30,3.17,14.58,49.56,17.76,10.23,43.58,65.72
07-10-2019 16:30,07-10-2019 16:45,3.71,17,62.67,20.72,7.45,50.45,65.44
07-10-2019 16:45,07-10-2019 17:00,3.41,12.34,62.11,15.75,11.91,43.58,65.72
07-10-2019 17:00,07-10-2019 17:15,3.35,13.61,67.57,16.97,12.15,26.04,74.96
07-10-2019 17:15,07-10-2019 17:30,3.25,16.07,60.99,19.32,12.27,22.81,76.66
07-10-2019 17:30,07-10-2019 17:45,2.89,12.62,57.98,15.51,11.12,43.58,65.72
07-10-2019 17:45,07-10-2019 18:00,3.14,18.57,60.19,21.71,12.73,22.81,76.66
07-10-2019 18:00,07-10-2019 18:15,2.97,17.85,58.78,20.82,None,32.6,68.69
07-10-2019 18:15,07-10-2019 18:30,4.04,30.55,37.57,34.58,7.9,33.82,67.7
07-10-2019 18:30,07-10-2019 18:45,2.9,19.41,56.16,22.31,12.16,22.81,76.66
07-10-2019 18:45,07-10-2019 19:00,7.5,51.5,12.8,59,8.33,33.82,67.7
07-10-2019 19:00,07-10-2019 19:15,3.72,39.16,21.75,42.88,8.17,34.43,69.96
07-10-2019 19:15,07-10-2019 19:30,3.75,38.59,23.36,42.34,8.14,34.54,70.21
07-10-2019 19:30,07-10-2019 19:45,4.75,35.69,32.65,40.43,8.07,33.82,67.7
07-10-2019 19:45,07-10-2019 20:00,3.93,35.74,29.33,39.67,9.81,34.54,70.21
07-10-2019 20:00,07-10-2019 20:15,3.12,30.43,31.57,33.55,8.37,41.11,70.07
07-10-2019 20:15,07-10-2019 20:30,3.32,31.35,25.06,34.67,6.56,42.12,70.04
07-10-2019 20:30,07-10-2019 20:45,3.89,31.52,28.21,35.41,8.77,34.54,70.21
07-10-2019 20:45,07-10-2019 21:00,2.6,25.63,31.49,28.23,5.83,42.12,70.04
07-10-2019 21:00,07-10-2019 21:15,4.52,30.36,29.86,34.88,5.42,44.75,86.36
07-10-2019 21:15,07-10-2019 21:30,2.92,29.05,32.78,31.96,5.15,45.07,88.4
07-10-2019 21:30,07-10-2019 21:45,3.77,31.75,26.93,35.51,5.61,42.12,70.04
07-10-2019 21:45,07-10-2019 22:00,3.99,41.02,23.17,45.01,5.47,45.07,88.4
07-10-2019 22:00,07-10-2019 22:15,4.83,41.63,15.09,46.46,None,49.61,80.89
07-10-2019 22:15,07-10-2019 22:30,5.45,48.13,4.18,53.58,8.45,50.31,80.05
07-10-2019 22:30,07-10-2019 22:45,10.01,51.41,12.14,61.42,5.29,45.07,88.4
07-10-2019 22:45,07-10-2019 23:00,4.18,40.3,4.34,44.48,8.43,50.31,80.05
07-10-2019 23:00,07-10-2019 23:15,4.18,33.3,5.87,37.48,8.07,54.12,89.53
07-10-2019 23:15,07-10-2019 23:30,7.9,40.46,2.52,48.36,8.2,54.65,91.27
07-10-2019 23:30,07-10-2019 23:45,6.05,44.69,2.87,50.74,8.34,50.31,80.05
07-10-2019 23:45,08-10-2019 00:00,None,None,None,None,None,None,None
08-10-2019 00:00,08-10-2019 00:15,3.73,35.43,3.7,39.15,10.51,40.02,98.9
08-10-2019 00:15,08-10-2019 00:30,5.64,36.44,3.84,42.08,10.65,38.4,99.85
08-10-2019 00:30,08-10-2019 00:45,4.68,33.52,5.58,38.2,10.54,38.4,99.85
08-10-2019 00:45,08-10-2019 01:00,3.42,28.38,4.04,31.8,10.76,38.4,99.85
08-10-2019 01:00,08-10-2019 01:15,3.2,25.86,5.36,29.06,10.44,30.75,88.05
08-10-2019 01:15,08-10-2019 01:30,2.76,22.96,4.77,25.72,10.23,29.57,85.88
08-10-2019 01:30,08-10-2019 01:45,2.71,21.21,6.32,23.92,10.57,29.57,85.88
08-10-2019 01:45,08-10-2019 02:00,2.92,20,7.12,22.92,10.68,29.57,85.88
08-10-2019 02:00,08-10-2019 02:15,4.09,22.39,3.22,26.48,None,30.65,81.49
08-10-2019 02:15,08-10-2019 02:30,4.04,23.72,2.63,27.76,8.27,30.78,80.68
08-10-2019 02:30,08-10-2019 02:45,2.71,21.21,6.32,23.92,10.57,29.57,85.88
08-10-2019 02:45,08-10-2019 03:00,2.95,14.85,7.36,17.8,8.55,30.78,80.68
08-10-2019 03:00,08-10-2019 03:15,3.23,18.29,4.22,21.52,8.28,34.95,67.72
08-10-2019 03:15,08-10-2019 03:30,3.1,20.95,4.59,24.05,9.09,35.66,65.91
08-10-2019 03:30,08-10-2019 03:45,3.37,18.01,6.21,21.38,8.47,30.78,80.68
08-10-2019 03:45,08-10-2019 04:00,2.82,18.21,5.77,21.03,7.37,35.66,65.91
08-10-2019 04:00,08-10-2019 04:15,2.93,15.77,5.55,18.69,5.36,27.4,50.21
08-10-2019 04:15,08-10-2019 04:30,2.76,15.95,5.81,18.71,4.5,26,47.31
08-10-2019 04:30,08-10-2019 04:45,2.55,21.35,4.75,23.9,9.87,35.66,65.91
08-10-2019 04:45,08-10-2019 05:00,3.11,14.54,4.75,17.66,3.52,26,47.31
08-10-2019 05:00,08-10-2019 05:15,3.38,15.08,4.85,18.46,3.81,32.41,63.79
08-10-2019 05:15,08-10-2019 05:30,3.24,16.14,3.93,19.38,3.6,33.21,66.83
08-10-2019 05:30,08-10-2019 05:45,2.94,15.89,5.28,18.82,3.95,26,47.31
08-10-2019 05:45,08-10-2019 06:00,8.14,21.42,1.51,29.55,3.47,33.21,66.83
08-10-2019 06:00,08-10-2019 06:15,3.48,13.39,4.15,16.87,None,42.36,59.81
08-10-2019 06:15,08-10-2019 06:30,6.15,22.14,3.61,28.29,9.17,43.77,58.93
08-10-2019 06:30,08-10-2019 06:45,8.61,23.19,1.92,31.8,3.3,33.21,66.83
08-10-2019 06:45,08-10-2019 07:00,4.75,20.8,3.81,25.55,9.31,43.77,58.93
08-10-2019 07:00,08-10-2019 07:15,7.07,23.15,3.55,30.22,10.5,25.66,63.38
08-10-2019 07:15,08-10-2019 07:30,4.77,21.22,9.16,25.99,11.31,22.18,64.23
08-10-2019 07:30,08-10-2019 07:45,6.88,23.61,1.51,30.49,8.92,43.77,58.93
08-10-2019 07:45,08-10-2019 08:00,4.59,20.76,22.51,25.35,13.35,22.18,64.23
08-10-2019 08:00,08-10-2019 08:15,4.51,24.75,25.48,29.26,13.9,29.32,70.39
08-10-2019 08:15,08-10-2019 08:30,4.19,20.14,29.28,24.33,13.67,30.21,71.52
08-10-2019 08:30,08-10-2019 08:45,4.17,20.43,17.6,24.6,12.33,22.18,64.23
08-10-2019 08:45,08-10-2019 09:00,2.61,15.64,38.24,18.25,13.81,30.21,71.52
08-10-2019 09:00,08-10-2019 09:15,3.33,14.2,38.13,17.53,13.55,19.31,57.84
08-10-2019 09:15,08-10-2019 09:30,3.22,13.64,41.62,16.86,13.44,17.3,56.31
08-10-2019 09:30,08-10-2019 09:45,3.34,18.1,41.27,21.44,13.91,30.21,71.52
08-10-2019 09:45,08-10-2019 10:00,3.11,11.94,59.35,15.05,13.67,17.3,56.31
08-10-2019 10:00,08-10-2019 10:15,2.84,10.29,59.12,13.13,None,32.37,67.37
08-10-2019 10:15,08-10-2019 10:30,2.98,10.1,57.3,13.07,6.92,34.25,69.4
08-10-2019 10:30,08-10-2019 10:45,3.44,13.73,43.06,17.16,13.55,17.3,56.31
08-10-2019 10:45,08-10-2019 11:00,2.45,8.99,65.56,11.44,8.29,34.25,69.4
08-10-2019 11:00,08-10-2019 11:15,2.18,10.09,63.45,12.27,8.19,19.87,52.03
08-10-2019 11:15,08-10-2019 11:30,5.66,18.52,71.14,24.18,5.61,18.27,49.61
08-10-2019 11:30,08-10-2019 11:45,3.37,9.14,62.16,12.51,7.01,34.25,69.4
08-10-2019 11:45,08-10-2019 12:00,2.62,10.21,78.52,12.83,2.95,18.27,49.61
08-10-2019 12:00,08-10-2019 12:15,3.05,11.59,71.44,14.63,1.99,42.19,84.97
08-10-2019 12:15,08-10-2019 12:30,3.14,11.18,73.36,14.31,1.19,46.23,88.9
08-10-2019 12:30,08-10-2019 12:45,3.59,12.44,75.45,16.03,4.2,18.27,49.61
08-10-2019 12:45,08-10-2019 13:00,2.72,9.61,77.45,12.34,1.49,46.23,88.9
08-10-2019 13:00,08-10-2019 13:15,2.56,9.33,69.93,11.89,1.24,28.47,83.12
08-10-2019 13:15,08-10-2019 13:30,2.89,10.08,69.68,12.97,1.31,26.25,82.05
08-10-2019 13:30,08-10-2019 13:45,3.08,9.96,74.84,13.04,1.07,46.23,88.9
08-10-2019 13:45,08-10-2019 14:00,2.8,9.8,70.35,12.6,1.75,26.25,82.05
08-10-2019 14:00,08-10-2019 14:15,2.31,8.98,73.94,11.29,None,22.13,69.6
08-10-2019 14:15,08-10-2019 14:30,3.34,9.89,69.53,13.23,8.96,21.5,68.04
08-10-2019 14:30,08-10-2019 14:45,2.5,9.36,72.19,11.86,1.52,26.25,82.05
08-10-2019 14:45,08-10-2019 15:00,2.78,9.23,65.25,12.01,11.03,21.5,68.04
08-10-2019 15:00,08-10-2019 15:15,2.19,10.63,66.43,12.82,11.83,21.06,79.62
08-10-2019 15:15,08-10-2019 15:30,2.49,10.38,64.93,12.87,12.24,20.99,80.91
08-10-2019 15:30,08-10-2019 15:45,3.11,8.79,67.48,11.9,9.99,21.5,68.04
08-10-2019 15:45,08-10-2019 16:00,2.37,10.18,65.02,12.55,13.58,20.99,80.91
08-10-2019 16:00,08-10-2019 16:15,3.15,11.51,58.89,14.66,13.3,15.25,72.23
08-10-2019 16:15,08-10-2019 16:30,1.98,10.95,62.56,12.94,13.35,14.61,70.63
08-10-2019 16:30,08-10-2019 16:45,3.13,9.86,69.19,13,12.97,20.99,80.91
08-10-2019 16:45,08-10-2019 17:00,3.16,13.74,58.5,16.9,13.75,14.61,70.63
08-10-2019 17:00,08-10-2019 17:15,3.09,13.22,55.55,16.31,13.76,21.45,62.03
08-10-2019 17:15,08-10-2019 17:30,2.72,16.25,54.16,18.97,13.33,22.5,60.95
08-10-2019 17:30,08-10-2019 17:45,2.57,10.57,57.23,13.14,13.72,14.61,70.63
08-10-2019 17:45,08-10-2019 18:00,3.28,21.43,43.03,24.71,13.54,22.5,60.95
08-10-2019 18:00,08-10-2019 18:15,3.64,26.19,27.18,29.83,None,18.58,75.19
08-10-2019 18:15,08-10-2019 18:30,3.07,41.5,20.72,44.57,9.67,18.1,76.77
08-10-2019 18:30,08-10-2019 18:45,2.72,16.76,45.57,19.48,13.54,22.5,60.95
08-10-2019 18:45,08-10-2019 19:00,13.3,57.47,8.35,70.77,6.17,18.1,76.77
08-10-2019 19:00,08-10-2019 19:15,27.46,57.99,7.86,85.45,4.63,36.16,80.27
08-10-2019 19:15,08-10-2019 19:30,40.56,59.28,5.1,99.84,4.15,38.17,80.92
08-10-2019 19:30,08-10-2019 19:45,15.56,57.25,10.03,72.82,8.25,18.1,76.77
08-10-2019 19:45,08-10-2019 20:00,47.02,48.98,3.46,95.99,3.54,38.17,80.92
08-10-2019 20:00,08-10-2019 20:15,31.18,47.73,5.07,78.91,3.65,64.62,134.08
08-10-2019 20:15,08-10-2019 20:30,32.84,46.26,5.4,79.1,5.53,68.3,140.72
08-10-2019 20:30,08-10-2019 20:45,44.66,53.23,3.22,97.89,3.92,38.17,80.92
08-10-2019 20:45,08-10-2019 21:00,9.47,44.61,3.15,54.07,10.55,68.3,140.72
08-10-2019 21:00,08-10-2019 21:15,10.39,42.26,4.98,52.65,9.78,75.86,125.16
08-10-2019 21:15,08-10-2019 21:30,33.78,45.09,3.47,78.86,10.98,76.8,122.99
08-10-2019 21:30,08-10-2019 21:45,36.75,46.07,4.21,82.81,8.81,68.3,140.72
08-10-2019 21:45,08-10-2019 22:00,31.45,43.8,1.4,75.25,9.84,76.8,122.99
08-10-2019 22:00,08-10-2019 22:15,31.31,42.06,1.63,73.37,None,72.29,123.57
08-10-2019 22:15,08-10-2019 22:30,31.61,41.06,2.02,72.67,8.08,71.79,123.67
08-10-2019 22:30,08-10-2019 22:45,40.23,43.68,1.81,83.92,10.93,76.8,122.99
08-10-2019 22:45,08-10-2019 23:00,14.94,42.83,2.24,57.78,8.95,71.79,123.67
08-10-2019 23:00,08-10-2019 23:15,6.99,38.47,2.91,45.46,8.18,63.32,114.61
08-10-2019 23:15,08-10-2019 23:30,4.27,31.29,5.93,35.56,7.93,61.89,112.35
08-10-2019 23:30,08-10-2019 23:45,27.11,45.14,2.89,72.25,8.59,71.79,123.67
08-10-2019 23:45,09-10-2019 00:00,None,None,None,None,None,None,None
09-10-2019 00:00,09-10-2019 00:15,7.01,31.05,3.97,38.06,7.53,34.38,89.29
09-10-2019 00:15,09-10-2019 00:30,11.53,32.34,4.2,43.87,7.28,30.95,85.4
09-10-2019 00:30,09-10-2019 00:45,8.75,33.82,1.89,42.57,6.89,30.95,85.4
09-10-2019 00:45,09-10-2019 01:00,4.05,28.63,3.16,32.68,6.86,30.95,85.4
09-10-2019 01:00,09-10-2019 01:15,5.83,28.85,2.62,34.67,6.92,None,None
09-10-2019 01:15,09-10-2019 01:30,4.54,22.19,7.3,26.73,6.69,None,None
09-10-2019 01:30,09-10-2019 01:45,3.95,20.87,9.38,24.81,6.6,None,None
09-10-2019 01:45,09-10-2019 02:00,4.19,18.67,12.3,22.86,7.43,None,None
09-10-2019 02:00,09-10-2019 02:15,4.08,18.27,15.57,22.36,None,None,None
09-10-2019 02:15,09-10-2019 02:30,3.63,21.6,8.97,25.23,9.59,None,None
09-10-2019 02:30,09-10-2019 02:45,3.95,20.87,9.38,24.81,6.6,None,None
09-10-2019 02:45,09-10-2019 03:00,3.12,14.28,18.76,17.4,8.34,None,None
09-10-2019 03:00,09-10-2019 03:15,3.44,15.71,13.07,19.15,5.64,None,None
09-10-2019 03:15,09-10-2019 03:30,3.74,14.92,12.08,18.66,4.29,None,None
09-10-2019 03:30,09-10-2019 03:45,2.49,15.62,18.89,18.1,10.61,None,None
09-10-2019 03:45,09-10-2019 04:00,4.4,21.44,4.42,25.84,3.81,None,None
09-10-2019 04:00,09-10-2019 04:15,4.19,19.94,5.9,24.13,3.29,26.84,36.95
09-10-2019 04:15,09-10-2019 04:30,4.4,19.94,4.45,24.34,3.41,25.47,37.69
09-10-2019 04:30,09-10-2019 04:45,4.81,17.56,8.94,22.36,3.92,None,None
09-10-2019 04:45,09-10-2019 05:00,4.77,18.07,8.47,22.85,3.48,25.47,37.69
09-10-2019 05:00,09-10-2019 05:15,2.88,14.39,13.46,17.27,3.35,36.63,39.61
09-10-2019 05:15,09-10-2019 05:30,3.64,13.11,16.05,16.75,3.21,38.52,39.85
09-10-2019 05:30,09-10-2019 05:45,3.34,15.73,11.95,19.07,2.92,25.47,37.69
09-10-2019 05:45,09-10-2019 06:00,8.8,23.48,9.52,32.28,3.75,38.52,49.85
09-10-2019 06:00,09-10-2019 06:15,6.96,22.73,6.03,29.69,None,31.19,44.59
09-10-2019 06:15,09-10-2019 06:30,3.77,17.5,9.81,21.27,7.96,30.38,43.71
09-10-2019 06:30,09-10-2019 06:45,3.71,15.07,12.92,18.77,3.35,38.52,49.52
09-10-2019 06:45,09-10-2019 07:00,24.3,24.69,5.13,49,8.17,30.38,43.71
