dates,PM25,PM10,NO,NO2,NOx,Ozone
17-02-2020 16:00,93.4,226.5,6,23.4,29.6,129.53
17-02-2020 16:15,93.4,226.5,None,None,None,123.49
17-02-2020 16:30,94.2,224.1,None,None,None,110.62
17-02-2020 16:45,None,None,None,None,None,None
17-02-2020 17:00,None,None,None,None,None,None
17-02-2020 17:15,None,None,7.3,23.4,31,None
17-02-2020 17:30,None,None,7.5,37.1,44.9,None
17-02-2020 17:45,None,None,6.6,46,52.9,79.88
17-02-2020 18:00,None,None,6.5,47,53.8,67.47
17-02-2020 18:15,None,None,6.6,54.8,61.7,55.87
17-02-2020 18:30,None,None,6.4,53.6,60.3,62.15
17-02-2020 18:45,94.2,232.9,6.5,54.3,61.1,58.97
17-02-2020 19:00,103.4,255.6,6.5,59.8,66.7,37.12
17-02-2020 19:15,103.4,255.6,6.4,58.1,64.8,35.45
17-02-2020 19:30,103.4,255.6,6.9,64.8,71.9,24.6
17-02-2020 19:45,156.9,292.2,13.6,83.4,97.4,7.78
17-02-2020 20:00,162.2,295.8,14.5,88.7,103.5,5.04
17-02-2020 20:15,162.2,295.8,20.3,91.3,111.9,3.15
17-02-2020 20:30,162.2,295.8,61,101.1,162.4,2.85
17-02-2020 20:45,183.5,309.8,78.9,103.3,182.6,2.89
17-02-2020 21:00,185.3,311.2,82.6,103,185.9,2.23
17-02-2020 21:15,185.3,311.2,113.2,97.8,214.5,2.33
17-02-2020 21:30,185.3,311.2,136.1,114.1,250.5,2.24
17-02-2020 21:45,180.1,308.6,170.1,118.7,289.1,2.06
17-02-2020 22:00,179.6,308.3,167.2,113.8,281.2,2.13
17-02-2020 22:15,179.6,308.3,101.2,96.1,197.6,1.83
17-02-2020 22:30,179.6,308.3,67,84,151.3,1.37
17-02-2020 22:45,181.3,336.9,47.6,75.4,123.3,1.04
17-02-2020 23:00,181.4,339.7,38.6,71.5,110.5,1.54
17-02-2020 23:15,181.4,339.7,24.4,63.4,88.1,2.68
17-02-2020 23:30,181.4,339.7,18.1,55.3,73.8,3.95
17-02-2020 23:45,170.9,299.1,14.9,48.7,63.9,5.42
18-02-2020 00:00,None,None,None,None,None,None
18-02-2020 00:15,170,295.2,12.3,35.3,47.9,15.19
18-02-2020 00:30,170,295.2,12.3,31.2,43.7,15.45
18-02-2020 00:45,149.6,235.5,12.3,30.3,42.9,11.81
18-02-2020 01:00,147.6,229.7,12.3,29.5,42.1,12.67
18-02-2020 01:15,147.6,229.7,17,9,26.8,11.95
18-02-2020 01:30,147.6,229.7,13.4,20.5,34.2,14.97
18-02-2020 01:45,122.2,194.8,10.6,24.5,35.4,13.66
18-02-2020 02:00,119.7,190.9,10,23.5,33.8,17.5
18-02-2020 02:15,119.7,190.9,9.5,22.4,32.2,21.02
18-02-2020 02:30,119.7,190.9,9.4,20.4,30.1,24.06
18-02-2020 02:45,109.8,179.6,9,18.2,27.5,29.49
18-02-2020 03:00,108.9,178.6,8.7,16.7,25.7,28.6
18-02-2020 03:15,108.9,178.6,8.6,17.8,26.6,26.29
18-02-2020 03:30,108.9,178.6,8.6,18.2,27.1,25.61
18-02-2020 03:45,109.1,175.4,8.6,17.6,26.5,24.26
18-02-2020 04:00,109.1,175.1,8.8,20.6,29.7,20.84
18-02-2020 04:15,109.1,175.1,8.5,18.7,27.4,31.14
18-02-2020 04:30,109.1,175.1,8.2,17.5,25.9,34.68
18-02-2020 04:45,102.7,174.7,8,17.8,26.1,30.73
18-02-2020 05:00,102,174.6,8,18.4,26.7,28.85
18-02-2020 05:15,102,174.6,9.1,18.3,28.1,25.65
18-02-2020 05:30,102,174.6,8.3,19.3,27.8,30.38
18-02-2020 05:45,99,160.6,8.1,20.6,29,25.54
18-02-2020 06:00,98.7,159.2,8.1,20.7,29,28.91
18-02-2020 06:15,98.7,159.2,8,18.8,27.2,29.12
18-02-2020 06:30,98.7,159.2,8.2,18.7,27.2,26.92
18-02-2020 06:45,97.4,183.4,8,19.5,27.8,23.16
18-02-2020 07:00,97.3,185.7,8.1,20.9,29.4,21.85
18-02-2020 07:15,97.3,185.7,8.5,23.7,32.5,21.37
18-02-2020 07:30,97.3,185.7,8.9,25.1,34.3,20.94
18-02-2020 07:45,111.5,219.9,9.4,25.8,35.5,21.08
18-02-2020 08:00,112.9,223.3,9.7,25.6,35.6,21.68
18-02-2020 08:15,112.9,223.3,9.7,25.9,35.9,25.17
18-02-2020 08:30,112.9,223.3,10,28.2,38.5,26.01
18-02-2020 08:45,113.3,237.6,10.5,31.9,42.7,30.97
18-02-2020 09:00,113.4,239,10.1,32,42.4,36.47
18-02-2020 09:15,113.4,239,13.5,21.2,35.6,40.83
18-02-2020 09:30,113.4,239,10.5,27,37.8,51.26
18-02-2020 09:45,117.8,228,9,29.4,38.6,57.68
18-02-2020 10:00,118.3,227,8.5,30.6,39.4,61.7
18-02-2020 10:15,118.3,227,8.4,33.6,42.3,61.76
18-02-2020 10:30,118.3,227,8.1,35.5,43.9,73.85
18-02-2020 10:45,118.3,267.4,7.6,34.9,42.8,86.87
18-02-2020 11:00,118.3,271.4,7,31.6,39,100.87
18-02-2020 11:15,118.3,271.4,6.7,29.4,36.4,107.36
18-02-2020 11:30,118.3,271.4,6.5,27.8,34.6,114.97
18-02-2020 11:45,124.1,260.8,6.4,27.5,34.1,118.33
18-02-2020 12:00,124.6,259.8,6.4,28,34.7,120.3
18-02-2020 12:15,124.6,259.8,6.1,25.1,31.5,135.57
18-02-2020 12:30,124.6,259.8,6,21.8,28.1,135.08
18-02-2020 12:45,121.7,247.2,6,21.1,27.4,143.29
18-02-2020 13:00,121.4,245.9,5.9,18,24.2,144.45
18-02-2020 13:15,121.4,245.9,7.1,16.8,24.5,148.05
18-02-2020 13:30,121.4,245.9,6.4,17.3,23.9,153.45
18-02-2020 13:45,111.4,226,6.1,15.6,21.9,150.69
18-02-2020 14:00,110.4,224.1,6,16.4,22.8,155.16
18-02-2020 14:15,110.4,224.1,6,19.1,25.4,151.47
18-02-2020 14:30,110.4,224.1,5.9,17.1,23.3,154.77
18-02-2020 14:45,102.4,215.3,5.9,17.1,23.3,153.1
18-02-2020 15:00,101.6,214.5,5.9,15,21.2,156.84
18-02-2020 15:15,101.6,214.5,5.9,14.8,21,154.97
18-02-2020 15:30,101.6,214.5,5.9,15.8,22,151.79
18-02-2020 15:45,91,204.2,5.9,17.1,23.4,150.95
18-02-2020 16:00,89.9,203.2,5.9,17,23.2,152.8
18-02-2020 16:15,89.9,203.2,None,None,None,142.61
18-02-2020 16:30,89.9,203.2,None,None,None,137.41
18-02-2020 16:45,91.4,198.3,None,None,None,111.34
18-02-2020 17:00,91.5,197.8,None,None,None,122.63
18-02-2020 17:15,91.5,197.8,None,None,None,111.35
18-02-2020 17:30,91.5,197.8,None,None,None,76.81
18-02-2020 17:45,96.3,195.8,None,None,None,73.51
18-02-2020 18:00,96.8,195.6,7.1,26.3,33.8,57.54
18-02-2020 18:15,96.8,195.6,7.1,49.7,57.1,49.93
18-02-2020 18:30,96.8,195.6,7.8,65.2,73.3,29.03
18-02-2020 18:45,103.4,213.1,13.5,84,97.8,14.5
18-02-2020 19:00,104,214.8,12.4,88.1,100.8,14.74
18-02-2020 19:15,104,214.8,11,80.5,91.7,18.91
18-02-2020 19:30,104,214.8,16.6,88.1,105,17.11
18-02-2020 19:45,149,277.8,14.9,82.2,97.4,14.34
18-02-2020 20:00,153.4,284,18.9,91.9,111.1,6.05
18-02-2020 20:15,153.4,284,26.6,95.8,122.7,3.79
18-02-2020 20:30,153.4,284,28.1,95.5,124,3.12
18-02-2020 20:45,185.3,334,19.5,88.4,108.2,5.94
18-02-2020 21:00,188.4,338.9,13.1,77.8,91.2,4.95
18-02-2020 21:15,188.4,338.9,8.3,58.4,68.7,5.92
18-02-2020 21:30,188.4,338.9,8.1,59.4,67.8,6.55
18-02-2020 21:45,171.4,286.6,8.8,59.9,69,4.69
18-02-2020 22:00,169.7,281.5,9.1,53.2,62.6,5.37
18-02-2020 22:15,169.7,281.5,9,44.4,53.6,8.18
18-02-2020 22:30,169.7,281.5,8,36.3,44.5,12.68
18-02-2020 22:45,178.5,250.2,7.6,30.5,38.4,14.6
18-02-2020 23:00,179.4,247.2,7.4,27.1,34.8,15
18-02-2020 23:15,179.4,247.2,7.6,26.6,34.4,13.57
18-02-2020 23:30,179.4,247.2,7.8,24.9,33,15.22
18-02-2020 23:45,149.8,203.7,7.7,21.9,30,14.96
19-02-2020 00:00,None,None,None,None,None,None
19-02-2020 00:15,146.9,199.5,7.4,16.3,24.1,20.01
19-02-2020 00:30,146.9,199.5,7.6,16.1,24.1,15.65
19-02-2020 00:45,124.5,159.1,7.8,16,24.2,12.79
19-02-2020 01:00,122.3,155.1,7.9,16.2,24.5,11.21
19-02-2020 01:15,122.3,155.1,13.3,6.7,20.3,10.08
19-02-2020 01:30,122.3,155.1,9.8,12,22.1,13.2
19-02-2020 01:45,97.3,135.9,7.9,14.1,22.3,15.31
19-02-2020 02:00,94.8,134.1,7.5,14.1,21.9,18.77
19-02-2020 02:15,94.8,134.1,7.3,13.6,21.2,19.39
19-02-2020 02:30,94.8,134.1,7.3,13.2,20.8,15.62
19-02-2020 02:45,87.6,147.4,7.3,13.2,20.8,14.01
19-02-2020 03:00,86.9,148.9,7.4,15,22.7,14.35
19-02-2020 03:15,86.9,148.9,7.6,15.7,23.6,15.42
19-02-2020 03:30,86.9,148.9,7.8,15.2,23.3,19.3
19-02-2020 03:45,82.8,131.7,7.8,15.5,23.5,21.56
19-02-2020 04:00,82.4,130,7.8,16.3,24.4,19.88
19-02-2020 04:15,82.4,130,7.8,18.2,26.3,19.86
19-02-2020 04:30,82.4,130,7.8,20,28.1,16.22
19-02-2020 04:45,83.8,129.9,8.1,22.4,30.8,12.02
19-02-2020 05:00,83.9,129.9,8.1,23.6,32,11.21
19-02-2020 05:15,83.9,129.9,11.8,24.2,36.8,8.37
19-02-2020 05:30,83.9,129.9,9.9,29.7,39.9,5.37
19-02-2020 05:45,83.6,143.6,8.7,29.7,38.7,6.84
19-02-2020 06:00,83.6,144.9,8.2,28.1,36.6,8.57
19-02-2020 06:15,83.6,144.9,8.6,25.3,34.2,13.61
19-02-2020 06:30,83.6,144.9,8.4,22.5,31.2,19.19
19-02-2020 06:45,84.3,183,8.2,19.7,28.3,24.88
19-02-2020 07:00,84.4,186.8,8,17.3,25.6,26.24
19-02-2020 07:15,84.4,186.8,8.3,17.4,26,21.18
19-02-2020 07:30,84.4,186.8,8.7,19.1,28.1,21.54
19-02-2020 07:45,95.1,189.8,9.3,22.3,31.8,18.6
19-02-2020 08:00,96.1,190.1,9.8,25.6,35.8,19.57
19-02-2020 08:15,96.1,190.1,9.8,27.8,37.9,29
19-02-2020 08:30,96.1,190.1,9.6,29.8,39.7,31.31
19-02-2020 08:45,87.7,179.7,9.4,23.5,33.3,34.75
19-02-2020 09:00,86.9,178.7,9.3,21.6,31.1,39.06
19-02-2020 09:15,86.9,178.7,9.1,12.3,22.1,43.94
19-02-2020 09:30,86.9,178.7,9.2,18.1,27.6,42.44
19-02-2020 09:45,94,172.6,8.8,20.5,29.7,48.96
19-02-2020 10:00,94.6,172,22.7,34,57.1,48.61
19-02-2020 10:15,None,None,11.1,26.6,38,50.26
19-02-2020 10:30,None,None,None,None,None,57.05
19-02-2020 10:45,None,None,None,None,None,None
19-02-2020 11:00,None,None,None,None,None,None
19-02-2020 11:15,None,None,None,None,None,None
19-02-2020 11:30,None,None,None,None,None,None
19-02-2020 11:45,None,None,18.6,22.4,41.1,82.52
19-02-2020 12:00,None,None,10.6,34.3,45.2,104.37
19-02-2020 12:15,None,None,7.3,34.1,41.7,101.33
19-02-2020 12:30,None,None,6.4,21.9,28.6,123.16
19-02-2020 12:45,None,None,6.1,15.4,21.9,127.61
19-02-2020 13:00,183.3,239,6.2,14,20.4,129.69
19-02-2020 13:15,183.3,239,6.4,9.8,16.8,129.25
19-02-2020 13:30,183.3,239,6,10.2,16.5,133.03
19-02-2020 13:45,183.3,239,6,10,16.3,139.6
19-02-2020 14:00,166.9,228,6.1,11.3,17.7,138.83
19-02-2020 14:15,151.2,217.4,6.1,13.1,19.4,144.55
19-02-2020 14:30,151.2,217.4,6,14.2,20.5,160.07
19-02-2020 14:45,151.2,217.4,6.1,16.1,22.4,153.47
19-02-2020 15:00,149.5,206.1,6,13.5,19.8,151.94
19-02-2020 15:15,147.9,195.4,6,12.3,18.6,144.16
19-02-2020 15:30,147.9,195.4,6,11.7,17.9,138.46
19-02-2020 15:45,147.9,195.4,6,11.9,18.3,136.65
19-02-2020 16:00,137.4,185.8,7.4,19.8,27.5,105.54
19-02-2020 16:15,127.3,176.6,8.5,29.2,37.9,104.49
19-02-2020 16:30,127.3,176.6,29.4,36.7,66.4,95.34
19-02-2020 16:45,127.3,176.6,20.7,35.1,56.2,105.31
19-02-2020 17:00,116.1,182,9.3,17.7,27.3,107.24
19-02-2020 17:15,105.4,187.1,8.1,15.2,23.9,80.36
19-02-2020 17:30,105.4,187.1,6.7,16.6,23.5,87.75
19-02-2020 17:45,105.4,187.1,6.3,18.1,24.7,78.74
19-02-2020 18:00,103.2,191.6,6.2,17.8,24.2,73.58
19-02-2020 18:15,101,195.9,6.1,17,23.4,70.06
19-02-2020 18:30,101,195.9,6.2,20.4,26.8,65.58
19-02-2020 18:45,101,195.9,6.1,21.4,27.8,70.35
19-02-2020 19:00,100.3,189.5,6.2,21.9,28.4,63.3
19-02-2020 19:15,99.5,183.5,6.3,24.7,31.4,55.02
19-02-2020 19:30,99.5,183.5,6.5,29.9,36.7,40.64
19-02-2020 19:45,99.5,183.5,6.7,32.5,39.4,34
19-02-2020 20:00,104.7,175.9,6.8,30.9,38,31.37
19-02-2020 20:15,109.7,168.7,7,28.9,36.2,27.69
19-02-2020 20:30,109.7,168.7,7,26.2,33.5,30.14
19-02-2020 20:45,109.7,168.7,6.7,19.9,26.9,39.91
19-02-2020 21:00,101.4,174.5,6.6,16.1,23,38.18
19-02-2020 21:15,93.3,180.1,6.6,18.3,25.2,33.21
19-02-2020 21:30,93.3,180.1,6.6,16.6,23.4,41.66
19-02-2020 21:45,93.3,180.1,6.6,15.4,22.3,41.09
19-02-2020 22:00,88.8,173.5,6.6,14.4,21.3,37.9
19-02-2020 22:15,84.5,167.1,6.6,13.9,20.8,35.24
19-02-2020 22:30,84.5,167.1,6.6,13.1,20,31.78
19-02-2020 22:45,84.5,167.1,6.7,13.7,20.7,26.81
19-02-2020 23:00,86.9,159.6,6.9,15,22.2,22.44
19-02-2020 23:15,89.3,152.4,7,16.2,23.4,19.36
19-02-2020 23:30,89.3,152.4,7,16.7,24,18.58
19-02-2020 23:45,89.3,152.4,7.1,15.9,23.2,19.63
20-02-2020 00:00,None,None,None,None,None,None
20-02-2020 00:15,83.5,139.2,7,13.5,20.8,18.35
20-02-2020 00:30,83.5,139.2,7,11.1,18.4,26.35
20-02-2020 00:45,83.5,139.2,6.9,9.1,16.3,29.36
20-02-2020 01:00,83.6,138,6.8,9,16.1,26.45
20-02-2020 01:15,83.7,137,6.8,9.4,16.7,26.58
20-02-2020 01:30,83.7,137,6.8,9.6,16.7,22.42
20-02-2020 01:45,83.7,137,6.8,8.7,15.8,26.43
20-02-2020 02:00,72.1,133,6.8,7.7,14.8,28.41
20-02-2020 02:15,61.1,129.3,6.8,8.1,15.2,25.36
20-02-2020 02:30,61.1,129.3,6.8,8.8,15.8,25.38
20-02-2020 02:45,61.1,129.3,6.8,7.8,14.9,28.39
20-02-2020 03:00,65.6,122.9,6.9,7.3,14.5,30.49
20-02-2020 03:15,69.9,116.7,6.9,7.1,14.4,33.35
20-02-2020 03:30,69.9,116.7,7,6.9,14.1,36.43
20-02-2020 03:45,69.9,116.7,6.9,6.9,14.1,37.99
20-02-2020 04:00,68.8,114.2,6.9,7.1,14.3,33.98
20-02-2020 04:15,67.6,111.7,6.9,7.7,14.9,30.71
20-02-2020 04:30,67.6,111.7,7,8.2,15.5,30.02
20-02-2020 04:45,67.6,111.7,7,8.6,15.9,30.45
20-02-2020 05:00,73.9,122.2,6.9,9.1,16.3,23.79
20-02-2020 05:15,79.9,132.3,7.5,10.7,18.7,21.89
20-02-2020 05:30,79.9,132.3,6.9,10.2,17.5,27.15
20-02-2020 05:45,79.9,132.3,6.9,9.2,16.3,28.06
20-02-2020 06:00,74.6,128.6,6.9,9,16.1,29.14
20-02-2020 06:15,69.5,125.1,6.8,9.2,16.3,24.6
20-02-2020 06:30,69.5,125.1,6.9,9.8,17,22.37
20-02-2020 06:45,69.5,125.1,6.9,9.4,16.6,25.39
20-02-2020 07:00,67.8,123.9,7.1,10.5,17.8,26.47
20-02-2020 07:15,66.2,122.8,7.1,11.3,18.7,28.45
20-02-2020 07:30,66.2,122.8,7.3,12.3,19.9,26.89
20-02-2020 07:45,66.2,122.8,7.5,14,21.7,26.43
20-02-2020 08:00,66.6,119.3,7.6,15.3,23.2,28.9
20-02-2020 08:15,67,116,7.9,16.5,24.7,32.97
20-02-2020 08:30,67,116,7.7,14.4,22.4,34.84
20-02-2020 08:45,67,116,7.7,13.5,21.5,37.14
20-02-2020 09:00,66.2,118.4,7.8,13.3,21.4,37.3
20-02-2020 09:15,65.4,120.8,7.1,11.6,19.3,40.28
20-02-2020 09:30,65.4,120.8,7.2,11.4,18.9,40.41
20-02-2020 09:45,65.4,120.8,8,12.4,20.7,40.92
20-02-2020 10:00,72.2,125.9,8.1,13.4,21.8,39.8
20-02-2020 10:15,78.8,130.7,7.5,11.8,19.6,47.9
20-02-2020 10:30,78.8,130.7,7.2,10.9,18.4,50.6
20-02-2020 10:45,78.8,130.7,7.1,11.1,18.5,53.66
20-02-2020 11:00,80,138.3,7.1,12.1,19.5,60.79
20-02-2020 11:15,81.1,145.5,8.2,14.5,23.1,65.69
20-02-2020 11:30,81.1,145.5,8.1,14.1,22.5,83.47
20-02-2020 11:45,81.1,145.5,7,10.3,17.6,90.62
20-02-2020 12:00,79.1,146.6,6.5,9.2,16,94.88
20-02-2020 12:15,77.2,147.6,6.4,9.2,15.9,98.42
20-02-2020 12:30,77.2,147.6,6.5,10.3,17.1,98.82
20-02-2020 12:45,77.2,147.6,6.3,10,16.6,103.4
20-02-2020 13:00,77.6,157.1,6.2,10.1,16.6,116.17
20-02-2020 13:15,78,166.2,6.8,9.2,16.6,120.44
20-02-2020 13:30,78,166.2,9.8,19.1,29.2,123.12
20-02-2020 13:45,78,166.2,6.2,9.8,16.3,130.16
20-02-2020 14:00,77.9,165.1,6.4,13.2,19.9,120.03
20-02-2020 14:15,77.8,164,6.3,14.1,20.7,126.65
20-02-2020 14:30,77.8,164,6.1,11.1,17.4,132.49
20-02-2020 14:45,77.8,164,6.1,12.7,19.1,126.99
20-02-2020 15:00,78.5,174.7,6,11.9,18.2,130.05
20-02-2020 15:15,79.2,184.9,6,11.4,17.7,127.64
20-02-2020 15:30,79.2,184.9,6.3,14,20.6,124.57
20-02-2020 15:45,79.2,184.9,6,10.7,17,108.58
20-02-2020 16:00,82.9,180.4,9.2,17.5,27,20.89
20-02-2020 16:15,86.4,176,13.4,28.3,42,5.57
20-02-2020 16:30,86.4,176,8.5,21.4,30.2,3.88
20-02-2020 16:45,86.4,176,11.8,38,50.1,3.52
20-02-2020 17:00,86.5,181.1,8.4,19.1,27.9,2.44
20-02-2020 17:15,86.5,186,5.9,16.5,23.1,2.59
20-02-2020 17:30,86.5,186,6,17,23.3,2.51
20-02-2020 17:45,86.5,None,6.2,19.7,None,3.63
20-02-2020 18:00,85.5,181.3,6.6,26.3,33.2,5.42
20-02-2020 18:15,84.6,176.8,6.8,34.2,41.3,2.46
20-02-2020 18:30,84.6,176.8,6.5,35.7,42.4,1.62
20-02-2020 18:45,84.6,176.8,6.5,31.3,38,0.92
20-02-2020 19:00,82.3,169.7,6.5,24.5,31.3,0.45
20-02-2020 19:15,80.1,None,None,None,None,0.22
20-02-2020 19:30,80.1,162.9,6.4,25.7,32.4,0.32
20-02-2020 19:45,80.1,162.9,6.5,28.2,35.1,0.29
20-02-2020 20:00,90.2,168.5,6.7,30.8,37.8,0.48
20-02-2020 20:15,99.9,173.9,6.9,33.1,40.3,0.78
20-02-2020 20:30,99.9,173.9,6.8,30.1,37.2,0.85
20-02-2020 20:45,99.9,173.9,6.8,27,34.1,0.88
20-02-2020 21:00,96.6,174.2,6.7,26.2,33.2,0.54
20-02-2020 21:15,93.5,174.4,7.2,24.9,32.8,0.02
20-02-2020 21:30,93.5,174.4,6.7,24.9,31.8,0.1
20-02-2020 21:45,93.5,174.4,6.9,25.2,32.4,0.56
20-02-2020 22:00,91.4,163.5,7,26.8,34.1,0.43
20-02-2020 22:15,89.4,153.1,7.2,31.5,39,0.03
20-02-2020 22:30,89.4,153.1,7.2,36.3,43.9,0.01
20-02-2020 22:45,89.4,153.1,7.2,34.6,42.1,0.07
20-02-2020 23:00,90.9,155.4,7.6,34.2,42,None
20-02-2020 23:15,92.3,157.7,7.6,32.9,40.8,None
20-02-2020 23:30,92.3,157.7,7.6,30.9,38.8,None
20-02-2020 23:45,92.3,157.7,9.8,36,46.1,None
21-02-2020 00:00,None,None,None,None,None,None
21-02-2020 00:15,88.5,151.5,9.7,37.8,47.8,0.06
21-02-2020 00:30,88.5,151.5,9.4,34.5,44.2,0.02
21-02-2020 00:45,88.5,151.5,9.5,34,43.8,None
21-02-2020 01:00,None,None,None,None,41.6,None
21-02-2020 01:15,90.5,159.6,9.7,24.6,34.6,None
21-02-2020 01:30,90.5,159.6,8.4,25.1,33.8,None
21-02-2020 01:45,90.5,159.6,8.1,22.4,30.8,None
21-02-2020 02:00,88.6,148.6,8.3,22.8,31.4,None
21-02-2020 02:15,86.8,138,8.5,22.6,31.4,None
21-02-2020 02:30,86.8,138,8.3,22.4,31,None
21-02-2020 02:45,86.8,138,8.3,22,30.6,None
21-02-2020 03:00,83.6,137.2,8.2,21.3,29.8,None
21-02-2020 03:15,80.6,136.3,8.1,20.6,28.9,None
21-02-2020 03:30,80.6,136.3,8.2,21.6,30.1,None
21-02-2020 03:45,80.6,136.3,8.4,23.3,32,None
21-02-2020 04:00,81.6,132.2,8.3,23,31.7,0.01
21-02-2020 04:15,82.5,128.2,8.5,23.2,31.9,None
21-02-2020 04:30,82.5,128.2,8.6,22.4,31.3,None
21-02-2020 04:45,82.5,128.2,8.6,21.9,30.9,None
21-02-2020 05:00,82.9,131.3,8.5,20.9,29.7,None
21-02-2020 05:15,83.3,134.3,9.5,24.8,35.1,None
21-02-2020 05:30,83.3,134.3,10.5,27.5,38.3,None
21-02-2020 05:45,83.3,134.3,15.7,30.8,46.8,None
21-02-2020 06:00,86.4,135.5,29.5,36,65.8,0.07
