dates,PM25,PM10,NO,NO2,NOx,Ozone
07-06-2020 18:45,13,52,5.9,7.9,14.1,38
07-06-2020 19:00,11.7,46.4,5.9,8.5,14.8,34.4
07-06-2020 19:15,10.7,42.4,6,9.8,16.1,29.16
07-06-2020 19:30,10.7,42.4,6,9.2,15.5,29.08
07-06-2020 19:45,10.7,42.4,6,8.7,15,31.34
07-06-2020 20:00,9.3,43.6,6.1,10.2,16.6,26
07-06-2020 20:15,8.2,44.4,6.1,10.5,16.8,25.97
07-06-2020 20:30,8.2,44.4,6,9.2,15.6,23.33
07-06-2020 20:45,8.2,44.4,6.1,9.1,15.5,20.92
07-06-2020 21:00,7.2,44,6.1,8.7,15.1,20.45
07-06-2020 21:15,6.4,43.8,6,5.6,12.2,25.74
07-06-2020 21:30,6.4,43.8,5.9,6,12.2,27.87
07-06-2020 21:45,6.4,43.8,5.9,5.5,11.6,26.7
07-06-2020 22:00,8.4,41,5.9,5.1,11.3,21.65
07-06-2020 22:15,9.9,39,5.9,4.7,10.9,23.99
07-06-2020 22:30,9.9,39,5.9,4.9,11.1,19.27
07-06-2020 22:45,9.9,39,5.9,5.9,12.1,21.42
07-06-2020 23:00,15.2,38.3,5.9,6.3,12.5,20.39
07-06-2020 23:15,None,None,None,None,None,None
07-06-2020 23:30,19.1,37.8,5.9,6.1,12.3,20.3
07-06-2020 23:45,19.1,37.8,5.9,5.5,11.7,23.34
08-06-2020 00:00,None,None,None,None,None,None
08-06-2020 00:15,14.7,44.5,5.9,5.2,11.4,22.8
08-06-2020 00:30,14.7,44.5,6,5.1,11.3,14.38
08-06-2020 00:45,14.7,44.5,6,5,11.2,14.43
08-06-2020 01:00,12.8,48.2,5.9,4.7,11,14.05
08-06-2020 01:15,11.4,50.9,5.9,4.9,11.1,15.66
08-06-2020 01:30,None,None,None,None,None,None
08-06-2020 01:45,11.4,50.9,5.9,4.1,10.3,15.11
08-06-2020 02:00,13.1,46,5.9,4.2,10.3,16.08
08-06-2020 02:15,14.4,42.2,5.9,4.5,10.7,19.18
08-06-2020 02:30,14.4,42.2,5.9,4.7,10.9,16.49
08-06-2020 02:45,14.4,42.2,5.9,4.4,10.6,15.13
08-06-2020 03:00,17.5,43,5.9,4,10.2,17.37
08-06-2020 03:15,19.8,43.5,5.9,3.9,10.1,17.52
08-06-2020 03:30,19.8,43.5,5.9,3.5,9.8,14.75
08-06-2020 03:45,19.8,43.5,6,3.7,10,13.32
08-06-2020 04:00,16.8,45.6,5.9,3.6,9.8,14.55
08-06-2020 04:15,14.7,47.1,5.9,4.1,10.3,15.81
08-06-2020 04:30,14.7,47.1,5.9,4,10.2,11.52
08-06-2020 04:45,14.7,47.1,6,4.2,10.5,9.88
08-06-2020 05:00,16.3,44.5,6,4,10.3,9.24
08-06-2020 05:15,17.5,42.7,6.3,2.9,9.5,10.63
08-06-2020 05:30,17.5,42.7,6.2,3.7,10.2,8.46
08-06-2020 05:45,17.5,42.7,6.2,3.4,9.9,7.75
08-06-2020 06:00,19.9,49,6.3,4,10.7,8.3
08-06-2020 06:15,21.7,53.6,6.5,5.7,12.5,13.69
08-06-2020 06:30,21.7,53.6,6.6,5.9,12.8,12.69
08-06-2020 06:45,21.7,53.6,6.6,5.4,12.3,15.09
08-06-2020 07:00,21.6,46.9,6.4,4.5,11.2,22.4
08-06-2020 07:15,21.6,41.9,6.3,3.7,10.2,30.26
08-06-2020 07:30,21.6,41.9,6.2,3.4,9.8,32.88
08-06-2020 07:45,21.6,41.9,6.2,3.5,10,31.88
08-06-2020 08:00,18.2,37.4,6.2,3.6,10.1,33.17
08-06-2020 08:15,15.7,33.9,6.1,3.2,9.6,38.19
08-06-2020 08:30,15.7,33.9,6.1,3.1,9.4,40.22
08-06-2020 08:45,15.7,33.9,6.1,3.5,9.9,41.88
08-06-2020 09:00,13.3,36.7,6.1,3.4,9.8,39.69
08-06-2020 09:15,11.5,38.7,5.7,2.7,8.8,39.73
08-06-2020 09:30,11.5,38.7,5.9,3.4,9.5,40.3
08-06-2020 09:45,11.5,38.7,6,3.4,9.6,40.11
08-06-2020 10:00,12.5,42.5,6,3.1,9.4,41.73
08-06-2020 10:15,13.2,45.3,6,3.5,9.7,40.31
08-06-2020 10:30,None,None,6,3.5,9.8,None
08-06-2020 10:45,None,None,6,3.8,10.1,None
08-06-2020 11:00,None,None,6.2,5.2,11.8,None
08-06-2020 11:15,None,None,6,4.2,10.5,45.39
08-06-2020 11:30,None,None,6,3.7,10,43.87
08-06-2020 11:45,None,None,6,3.7,9.9,44.04
08-06-2020 12:00,None,None,5.9,4.5,10.8,50.32
08-06-2020 12:15,None,None,6,4.5,10.8,50.03
08-06-2020 12:30,None,None,6,4.5,10.8,7.9
08-06-2020 12:45,None,None,6,3.8,10.1,53.92
08-06-2020 13:00,None,None,6,4.1,10.4,57.12
08-06-2020 13:15,None,None,None,None,None,53.41
08-06-2020 13:30,6.8,46.8,None,None,None,54.53
08-06-2020 13:45,6.8,46.8,None,None,None,55.95
08-06-2020 14:00,6.8,46.8,None,None,None,51.98
08-06-2020 14:15,6.8,46.8,None,None,None,50.09
08-06-2020 14:30,11,48.9,None,None,None,56.76
08-06-2020 14:45,12.9,49.9,3.4,1.8,4.9,52.84
08-06-2020 15:00,12.9,49.9,6.2,5.4,11.8,52.61
08-06-2020 15:15,12.9,49.9,6.3,7.9,14.4,43.94
08-06-2020 15:30,22.1,55.7,6.3,7.6,14.2,44.26
08-06-2020 15:45,26.2,58.3,6.2,6.8,13.3,56.62
08-06-2020 16:00,26.2,58.3,6.2,6.8,13.3,59.06
08-06-2020 16:15,26.2,58.3,6.3,7,13.6,57.9
08-06-2020 16:30,21.5,98.9,6.4,10.8,17.4,41.16
08-06-2020 16:45,19.4,117.2,6.4,14.3,21,47.18
08-06-2020 17:00,19.4,117.2,6.4,15.3,22,44.58
08-06-2020 17:15,19.4,117.2,6.5,16.8,24,35.32
08-06-2020 17:30,16,87.6,6.4,21.4,28.1,30.52
08-06-2020 17:45,14.4,74.3,6.4,20.8,27.5,24.08
08-06-2020 18:00,14.4,74.3,6.3,18.2,24.8,26.25
08-06-2020 18:15,14.4,74.3,6.3,19.1,25.7,23.03
08-06-2020 18:30,17.8,54.4,6.3,17.2,23.8,16.85
08-06-2020 18:45,19.3,45.4,6.4,18.2,24.9,9.62
08-06-2020 19:00,19.3,45.4,6.7,21.7,28.8,7.62
08-06-2020 19:15,19.3,45.4,8.3,26.5,35.1,5.83
08-06-2020 19:30,37.1,46.5,7.9,26.7,34.8,3.13
08-06-2020 19:45,45.2,47.1,7.4,26.7,34.4,6.39
08-06-2020 20:00,45.2,47.1,6.8,21.6,28.7,10.1
08-06-2020 20:15,45.2,47.1,6.5,17.7,24.5,15.13
08-06-2020 20:30,35.6,56,6.4,14.2,20.9,14.39
08-06-2020 20:45,31.2,60,6.3,13.2,19.9,14.45
08-06-2020 21:00,31.2,60,6.3,12.7,19.3,13.33
08-06-2020 21:15,31.2,60,6.5,7.4,14.5,18.52
08-06-2020 21:30,24.9,52,6.2,7.8,14.3,18.4
08-06-2020 21:45,22.1,48.4,6.1,7,13.4,14.73
08-06-2020 22:00,22.1,48.4,6.2,7.6,14.1,12.33
08-06-2020 22:15,22.1,48.4,6.2,10.4,16.9,12.33
08-06-2020 22:30,26,51.1,6.2,10.2,16.7,9.88
08-06-2020 22:45,27.8,52.4,6.2,9.5,16,9.93
08-06-2020 23:00,27.8,52.4,6.2,9,15.6,10.28
08-06-2020 23:15,27.8,52.4,6.2,8.7,15.2,8.72
08-06-2020 23:30,26,54.9,6.2,6.4,12.9,12.69
08-06-2020 23:45,25.1,56,6.1,4,10.4,16
09-06-2020 00:00,None,None,None,None,None,None
09-06-2020 00:15,25.1,56,6.1,3.3,9.7,17.56
09-06-2020 00:30,20.7,51.6,6.1,3.2,9.6,15.97
09-06-2020 00:45,18.6,49.6,6.1,2.7,9.1,17.38
09-06-2020 01:00,18.6,49.6,6.1,3.1,9.5,16.68
09-06-2020 01:15,18.6,49.6,5.8,4,10.2,17.23
09-06-2020 01:30,15.1,46.9,6,3.7,10,15.11
09-06-2020 01:45,13.5,45.8,6.1,3.2,9.6,14.56
09-06-2020 02:00,13.5,45.8,6.2,3.1,9.6,13.35
09-06-2020 02:15,13.5,45.8,6.2,2.9,9.4,14.01
09-06-2020 02:30,17.5,47.6,6.1,2.9,9.3,12.81
09-06-2020 02:45,19.3,48.4,6.2,3.1,9.5,12.35
09-06-2020 03:00,19.3,48.4,6.1,3.7,10.1,11.39
09-06-2020 03:15,19.3,48.4,6.1,3.9,10.3,11.69
09-06-2020 03:30,18.4,45.2,6.2,4,10.5,8.29
09-06-2020 03:45,18,43.8,6.3,4,10.5,7.64
09-06-2020 04:00,18,43.8,6.2,4,10.5,7.73
09-06-2020 04:15,18,43.8,6.3,4.4,11,9.5
09-06-2020 04:30,14.6,46.9,6.4,4.7,11.4,6.84
09-06-2020 04:45,13.1,48.3,6.2,4.5,11.1,7.02
09-06-2020 05:00,13.1,48.3,6.3,5.9,12.5,4.39
09-06-2020 05:15,13.1,48.3,6.5,6.1,13.1,6.18
09-06-2020 05:30,10.4,43.3,6.7,6.8,13.8,2.82
09-06-2020 05:45,9.2,41.1,6.9,6,13.1,3.59
09-06-2020 06:00,9.2,41.1,7,5.2,12.5,3.42
09-06-2020 06:15,9.2,41.1,6.9,5.5,12.7,5.8
09-06-2020 06:30,11.1,42.4,8.4,10.6,19.4,4.41
09-06-2020 06:45,12,43,8.9,11.8,21,5.82
09-06-2020 07:00,12,43,8.3,10.2,18.8,6.74
09-06-2020 07:15,12,43,7.7,8.3,16.2,12.88
09-06-2020 07:30,14.9,45.8,7.2,7.3,14.8,11.99
09-06-2020 07:45,16.2,47.1,6.9,6.8,14,16.24
09-06-2020 08:00,16.2,47.1,6.9,6.6,13.8,18.19
09-06-2020 08:15,16.2,47.1,6.7,6,13,22.28
09-06-2020 08:30,13.3,50.7,6.7,6.1,13.1,23.82
09-06-2020 08:45,11.9,52.3,6.6,5.7,12.6,26.29
09-06-2020 09:00,11.9,52.3,6.5,5.6,12.4,28.87
09-06-2020 09:15,11.9,52.3,6.5,4.9,11.8,30.57
09-06-2020 09:30,11.9,50.9,6.5,4.8,11.6,28.29
09-06-2020 09:45,11.9,50.3,6.3,4.3,11,30.11
09-06-2020 10:00,11.9,50.3,6.3,4.4,11,31.11
09-06-2020 10:15,11.9,50.3,6.3,4.9,11.4,35.7
09-06-2020 10:30,14.3,44,6.3,5.5,12.1,36.86
09-06-2020 10:45,15.3,41.1,6.2,4.9,11.4,39.9
09-06-2020 11:00,15.3,41.1,6.2,4.9,11.3,38.05
09-06-2020 11:15,15.3,41.1,6.2,4.5,11,36.98
09-06-2020 11:30,20.9,50.3,6.2,4.5,11,37.57
09-06-2020 11:45,23.4,54.5,6.3,4.6,11.1,37.52
09-06-2020 12:00,23.4,54.5,6.3,5.1,11.7,36.61
09-06-2020 12:15,23.4,54.5,6.3,4.9,11.5,40.47
09-06-2020 12:30,19.3,67.8,6.4,5,11.6,34.36
09-06-2020 12:45,17.4,73.8,6.3,5.3,11.9,35.76
09-06-2020 13:00,17.4,73.8,6.3,5.1,11.7,36.21
09-06-2020 13:15,17.4,73.8,6.5,3.6,10.4,37.26
09-06-2020 13:30,16.1,64.4,6.4,4.8,11.5,37.61
09-06-2020 13:45,15.6,60.1,6.3,4.2,10.8,38.56
09-06-2020 14:00,15.6,60.1,6.3,4.7,11.3,36.67
09-06-2020 14:15,15.6,60.1,6.2,4.5,11,41.43
09-06-2020 14:30,21.7,54.1,6.2,4.7,11.1,39.14
09-06-2020 14:45,24.5,51.4,6.2,4.3,10.8,38.26
09-06-2020 15:00,24.5,51.4,6.2,4.3,10.8,35.72
09-06-2020 15:15,24.5,51.4,6.2,4.3,10.7,36.68
09-06-2020 15:30,23.7,52.6,6.2,4.7,11.2,34.23
09-06-2020 15:45,23.3,53.1,6.3,7.6,14.2,34.2
09-06-2020 16:00,23.3,53.1,6.2,7.9,14.4,30.83
09-06-2020 16:15,23.3,53.1,6.2,4.8,11.2,29.16
09-06-2020 16:30,19.3,58.1,6.2,3.5,10,27.66
09-06-2020 16:45,17.4,60.4,6.2,3.5,9.9,26.86
09-06-2020 17:00,17.4,60.4,6.2,3.7,10.2,26.56
09-06-2020 17:15,17.4,60.4,6.1,3.2,9.8,28.29
09-06-2020 17:30,14.4,50.5,6.1,3.5,9.9,26.14
09-06-2020 17:45,13,46,6.2,4.1,10.6,25.38
09-06-2020 18:00,13,46,6.2,4.2,10.7,25.44
09-06-2020 18:15,13,46,6.1,4.8,11.2,25.36
09-06-2020 18:30,10.9,44.9,6.1,5.3,11.7,23.91
09-06-2020 18:45,9.9,44.4,6.1,5.5,11.9,24.49
09-06-2020 19:00,9.9,44.4,6.1,5.1,11.5,23.44
09-06-2020 19:15,9.9,44.4,6.1,6.3,12.7,22.82
09-06-2020 19:30,8.8,42.8,6.1,7.1,13.5,20.57
09-06-2020 19:45,8.3,42,6.2,7.2,13.7,20.89
09-06-2020 20:00,8.3,42,6.3,8.4,15,19.44
09-06-2020 20:15,8.3,42,6.4,7.5,14.2,21.65
09-06-2020 20:30,6.6,50.7,6.2,6.7,13.2,18.69
09-06-2020 20:45,5.8,54.6,6.2,7.1,13.6,18.87
09-06-2020 21:00,5.8,54.6,6.4,7.2,13.9,18.89
09-06-2020 21:15,5.8,54.6,6.7,7.8,15,19.31
09-06-2020 21:30,4.6,54.5,7,10.6,18,16.77
09-06-2020 21:45,4,54.5,6.4,7.6,14.3,18.34
09-06-2020 22:00,4,54.5,6.2,5.5,12.1,17.84
09-06-2020 22:15,4,54.5,6.2,4.6,11.1,18.19
09-06-2020 22:30,7.9,50.5,6.2,4.2,10.7,17.66
09-06-2020 22:45,9.6,48.7,6.2,4.2,10.7,17.31
09-06-2020 23:00,9.6,48.7,6.2,3.8,10.3,18.21
09-06-2020 23:15,9.6,48.7,6.2,3.3,9.8,20.55
09-06-2020 23:30,11.1,48.4,6.2,3,9.5,18.33
09-06-2020 23:45,11.7,48.2,6.2,3,9.5,17.16
10-06-2020 00:00,None,None,None,None,None,None
10-06-2020 00:15,11.7,48.2,6.2,2.9,9.4,18.56
10-06-2020 00:30,9.3,51,6.2,2.9,9.4,16.59
10-06-2020 00:45,8.2,52.3,6.1,2.9,9.3,17.17
10-06-2020 01:00,8.2,52.3,6.1,2.9,9.3,17.35
10-06-2020 01:15,8.2,52.3,6.2,2.3,8.8,18.71
10-06-2020 01:30,6.5,44.9,6.1,2.8,9.2,16.08
10-06-2020 01:45,5.8,41.5,6.1,3,9.5,16.3
10-06-2020 02:00,5.8,41.5,6.2,3,9.5,16.05
10-06-2020 02:15,5.8,41.5,6.2,2.9,9.4,18.39
10-06-2020 02:30,7.4,36.6,6.2,3.1,9.6,15.88
10-06-2020 02:45,8.1,34.4,6.2,3.2,9.7,16.02
10-06-2020 03:00,8.1,34.4,6.2,3.4,9.9,16.04
10-06-2020 03:15,8.1,34.4,6.2,3.3,9.8,16.17
10-06-2020 03:30,11.8,37.9,6.2,3.3,9.8,14.61
10-06-2020 03:45,13.5,39.5,6.3,3.8,10.3,12.95
10-06-2020 04:00,13.5,39.5,6.3,3.8,10.4,12.39
10-06-2020 04:15,13.5,39.5,6.2,4.5,11,11.7
10-06-2020 04:30,10.7,38.4,6.3,5,11.6,8.91
10-06-2020 04:45,9.5,37.9,6.3,5,11.6,8.61
10-06-2020 05:00,9.5,37.9,6.3,6,12.5,8.25
10-06-2020 05:15,9.5,37.9,6.4,7.9,14.8,9.25
10-06-2020 05:30,7.5,39.7,6.5,7.8,14.6,6.45
10-06-2020 05:45,6.6,40.5,6.7,7.3,14.3,6.22
10-06-2020 06:00,6.6,40.5,7.2,7.8,15.3,7.15
10-06-2020 06:15,6.6,40.5,6.9,7.2,14.3,12.18
10-06-2020 06:30,5.3,37.9,6.8,6.3,13.4,10.8
10-06-2020 06:45,4.7,36.7,7.1,6.1,13.4,9.78
10-06-2020 07:00,4.7,36.7,7,5.9,13.2,10.06
10-06-2020 07:15,4.7,36.7,6.9,6.4,13.6,13.47
10-06-2020 07:30,9.6,39.1,7.1,6.6,14,12.84
10-06-2020 07:45,11.8,40.2,7.1,6.4,13.8,14.15
10-06-2020 08:00,11.8,40.2,6.9,6.3,13.5,16.5
10-06-2020 08:15,11.8,40.2,7,5.9,13.2,16.95
10-06-2020 08:30,9.4,41.6,6.8,5.1,12.2,20.36
10-06-2020 08:45,8.3,42.2,6.5,4.3,11.2,22.79
10-06-2020 09:00,8.3,42.2,6.5,4.7,11.5,27.42
10-06-2020 09:15,8.3,42.2,6.5,4.8,11.7,31.52
10-06-2020 09:30,10.3,36.6,6.5,6.2,13.1,27.27
10-06-2020 09:45,11.3,34.1,6.6,6.8,13.7,28.33
10-06-2020 10:00,11.3,34.1,6.8,6.9,14,28.39
10-06-2020 10:15,11.3,34.1,6.8,6.5,13.5,29.44
10-06-2020 10:30,9.3,36.8,6.7,6,13,30.01
10-06-2020 10:45,8.4,38.1,6.7,6,13,31.45
10-06-2020 11:00,8.4,38.1,6.5,7.7,14.5,29.03
10-06-2020 11:15,8.4,38.1,6.6,7.3,14.2,29.98
10-06-2020 11:30,16.9,42.5,6.6,7.4,14.4,29.57
10-06-2020 11:45,20.8,44.5,6.7,7.8,14.8,28.36
10-06-2020 12:00,20.8,44.5,6.9,8.9,16.2,26.34
10-06-2020 12:15,20.8,44.5,7.1,8.2,15.6,27.46
10-06-2020 12:30,16.5,42.5,7.1,6.8,14.2,24.52
10-06-2020 12:45,14.6,41.6,7,6.8,14.1,21.86
10-06-2020 13:00,14.6,41.6,7.2,7.6,15.1,21.08
10-06-2020 13:15,14.6,41.6,7.8,8.2,16.5,19.94
10-06-2020 13:30,11.5,35.4,7.4,8.2,15.9,21.36
10-06-2020 13:45,10.2,32.7,7,7.6,14.9,24.21
10-06-2020 14:00,10.2,32.7,7,7.9,15.2,24.86
10-06-2020 14:15,10.2,32.7,7,7.5,14.8,26.99
10-06-2020 14:30,8.6,39.3,6.9,7,14.2,25.27
10-06-2020 14:45,7.9,42.3,6.8,6.7,13.8,25.91
10-06-2020 15:00,7.9,42.3,6.6,5.6,12.5,26.3
10-06-2020 15:15,7.9,42.3,6.6,5.2,12,27.69
10-06-2020 15:30,6.7,36.8,6.7,10.5,17.5,26.56
10-06-2020 15:45,6.1,34.4,6.5,7,13.9,27.26
10-06-2020 16:00,6.1,34.4,None,None,None,29.03
10-06-2020 16:15,6.1,34.4,6.4,5.6,12.3,31.07
10-06-2020 16:30,4.9,34.4,6.3,5.5,12.1,28.4
10-06-2020 16:45,4.3,34.4,6.3,4.8,11.5,21.63
10-06-2020 17:00,4.3,34.4,6.5,5.1,11.9,19.86
10-06-2020 17:15,4.3,34.4,6.5,5.4,12.3,20.45
10-06-2020 17:30,3.5,30.5,6.5,5.9,12.7,17.72
10-06-2020 17:45,3.1,28.8,6.5,6.2,13,16.95
10-06-2020 18:00,3.1,28.8,6.4,6,12.7,15.76
10-06-2020 18:15,3.1,28.8,6.4,5.6,12.2,17.69
10-06-2020 18:30,2.5,26.2,6.4,5.3,12,15.94
10-06-2020 18:45,2.3,25,6.4,6.5,13.3,15.16
10-06-2020 19:00,2.3,25,6.5,6.8,13.5,15.38
10-06-2020 19:15,2.3,25,6.3,6.6,13.2,17
10-06-2020 19:30,1.9,24.8,6.4,7.2,13.9,14.45
10-06-2020 19:45,1.7,24.7,6.4,6.7,13.3,15.39
10-06-2020 20:00,1.7,24.7,6.3,5.7,12.4,16.76
10-06-2020 20:15,1.7,24.7,6.3,5.6,12.2,17.93
10-06-2020 20:30,1.7,34.1,6.3,5.9,12.5,16.01
10-06-2020 20:45,1.7,38.4,6.3,6,12.6,16.36
10-06-2020 21:00,1.7,38.4,6.3,5.6,12.2,17.03
10-06-2020 21:15,1.7,38.4,6.6,4.6,11.4,17.87
10-06-2020 21:30,1.7,32.9,6.4,4.3,11,17.25
10-06-2020 21:45,1.7,30.4,6.3,4,10.7,17.39
10-06-2020 22:00,1.7,30.4,6.3,3.9,10.5,16.49
10-06-2020 22:15,1.7,30.4,6.3,4.4,11,14.72
10-06-2020 22:30,1.9,29.6,6.4,4.3,10.9,14.12
10-06-2020 22:45,2,29.3,6.4,3.7,10.4,14.11
10-06-2020 23:00,2,29.3,6.3,3.3,9.9,14.17
10-06-2020 23:15,2,29.3,6.3,3,9.6,15.63
10-06-2020 23:30,1.8,26.6,6.3,2.6,9.2,15.01
10-06-2020 23:45,1.7,25.4,6.3,2.4,9.1,15.34
11-06-2020 00:00,None,None,None,None,None,None
11-06-2020 00:15,1.7,25.4,6.3,2.1,8.7,17.85
11-06-2020 00:30,1.5,35.1,6.2,2.1,8.7,14.65
11-06-2020 00:45,1.4,39.4,6.3,2.1,8.6,13.93
11-06-2020 01:00,1.4,39.4,6.3,2.2,8.8,13.11
11-06-2020 01:15,1.4,39.4,6.4,1.6,8.3,13.39
11-06-2020 01:30,1.3,34.3,6.2,2,8.5,12.98
11-06-2020 01:45,1.3,31.9,6.2,2.4,8.9,11.73
11-06-2020 02:00,1.3,31.9,6.2,2.5,9,10.71
11-06-2020 02:15,1.3,31.9,6.3,2,8.5,12.25
11-06-2020 02:30,1.2,28.5,6.3,2,8.6,10.87
11-06-2020 02:45,1.1,27,6.2,2,8.5,10.28
11-06-2020 03:00,1.1,27,6.2,1.9,8.5,10.13
11-06-2020 03:15,1.1,27,6.2,2,8.6,10.6
11-06-2020 03:30,1.1,24.3,6.2,2.2,8.8,9.86
11-06-2020 03:45,1.1,23,6.2,2.4,8.9,8.57
11-06-2020 04:00,1.1,23,6.3,2.5,9.1,8.55
11-06-2020 04:15,1.1,23,6.2,2.6,9.2,8.19
11-06-2020 04:30,1,20.4,6.3,2.9,9.5,7.48
11-06-2020 04:45,1,19.2,6.4,3.8,10.4,6.21
11-06-2020 05:00,1,19.2,6.3,5.5,12.2,5.85
11-06-2020 05:15,1,19.2,6.7,10.8,18,7.77
11-06-2020 05:30,1,17.7,6.8,9,16,5.99
11-06-2020 05:45,1,17,6.9,6.5,13.7,7.36
11-06-2020 06:00,1,17,6.9,4.8,12,7.47
11-06-2020 06:15,1,17,7,4.1,11.5,8.14
11-06-2020 06:30,1,23.8,7.1,4.2,11.6,8.4
11-06-2020 06:45,0.9,26.8,7.1,4,11.4,8.67
11-06-2020 07:00,0.9,26.8,7.1,3.8,11.2,11.05
11-06-2020 07:15,0.9,26.8,7,3.8,11.2,13.06
11-06-2020 07:30,0.9,23.8,7.1,3.9,11.4,12.23
11-06-2020 07:45,0.9,22.4,7,4,11.3,13.51
11-06-2020 08:00,0.9,22.4,7,5.1,12.4,12.63
11-06-2020 08:15,0.9,22.4,6.9,5.4,12.7,13.75
11-06-2020 08:30,0.9,23.4,6.9,5.9,13.1,14.09
11-06-2020 08:45,0.9,23.9,7.2,5.7,13.2,15.94
11-06-2020 09:00,0.9,23.9,7.3,5.6,13.1,14.9
11-06-2020 09:15,0.9,23.9,7.6,6,14.1,15.05
11-06-2020 09:30,0.9,21.2,7.7,7.4,15.4,12.73
11-06-2020 09:45,0.9,20,7.8,7.7,15.9,12.67
11-06-2020 10:00,0.9,20,8.2,9.1,17.6,12.92
11-06-2020 10:15,0.9,20,8.1,9,17.4,13.79
11-06-2020 10:30,0.8,18.1,7.6,7.2,15.1,14.65
11-06-2020 10:45,0.8,17.3,7.5,7.3,15.1,15.43
11-06-2020 11:00,0.8,17.3,7.6,7.8,15.7,13.28
11-06-2020 11:15,0.8,17.3,7.5,7.6,15.4,19.9
11-06-2020 11:30,0.8,19.8,7.1,6.3,13.8,22.81
11-06-2020 11:45,None,20.9,6.8,6.2,13.3,20.52
11-06-2020 12:00,None,20.9,6.7,5.7,12.8,20.58
11-06-2020 12:15,None,20.9,6.8,6.2,13.3,20.01
11-06-2020 12:30,None,19.1,6.8,6.4,13.5,19.7
11-06-2020 12:45,None,18.3,7,7.3,14.6,18.96
11-06-2020 13:00,None,18.3,7,7.7,15,20.38
11-06-2020 13:15,None,18.3,7.2,8.7,16.3,21.61
11-06-2020 13:30,None,20.6,7,7.4,14.7,23.02
11-06-2020 13:45,None,21.6,6.9,6.1,13.3,23.34
11-06-2020 14:00,None,21.6,6.9,6.5,13.6,24.67
11-06-2020 14:15,None,21.6,6.4,5.2,12,25.42
11-06-2020 14:30,None,20.9,6.3,4.1,10.7,19.42
11-06-2020 14:45,None,20.6,6.5,5.9,12.7,18.1
11-06-2020 15:00,None,20.6,6.7,8.4,15.4,18.97
11-06-2020 15:15,None,20.6,6.7,11,18,23.01
11-06-2020 15:30,None,21.4,6.7,9.3,16.3,22.98
11-06-2020 15:45,None,21.7,6.5,6.2,13,23.75
11-06-2020 16:00,None,21.7,6.5,5.6,12.4,23.05
11-06-2020 16:15,None,21.7,6.4,5.2,12,25.85
11-06-2020 16:30,None,19.7,6.4,5.3,12,24
11-06-2020 16:45,None,18.7,6.4,5.2,11.9,24.3
11-06-2020 17:00,None,18.7,7.3,7.3,14.9,20.6
11-06-2020 17:15,None,18.7,7.4,7,14.9,18.03
11-06-2020 17:30,None,18.8,6.7,7.5,14.5,16.97
11-06-2020 17:45,None,18.8,6.5,7.4,14.2,17.22
11-06-2020 18:00,None,18.8,6.4,7.3,14,17.3
11-06-2020 18:15,None,18.8,6.4,7.9,14.6,17.62
11-06-2020 18:30,None,24.4,6.5,9.1,15.9,15.31
11-06-2020 18:45,None,26.9,6.5,11.1,17.9,12.75
11-06-2020 19:00,None,26.9,6.5,12.4,19.2,10.49
11-06-2020 19:15,None,26.9,6.5,12.8,19.5,11.86
11-06-2020 19:30,None,25.3,6.5,12.7,19.4,10.11
11-06-2020 19:45,None,24.5,6.4,12.2,18.9,9.94
11-06-2020 20:00,None,24.5,6.4,10.8,17.5,10.62
11-06-2020 20:15,None,24.5,6.4,10.6,17.3,11.49
11-06-2020 20:30,None,22.7,6.4,11,17.7,10.39
11-06-2020 20:45,None,21.9,6.4,11.5,18.2,9.35
11-06-2020 21:00,None,21.9,6.4,9.7,16.4,11.42
11-06-2020 21:15,None,21.9,6.8,6.5,13.7,13.21
11-06-2020 21:30,None,23.5,6.5,7.6,14.3,10.18
11-06-2020 21:45,None,24.2,6.3,6.7,13.3,12.08
11-06-2020 22:00,None,24.2,6.3,5.8,12.3,12.91
11-06-2020 22:15,None,24.2,6.3,5.6,12.2,17.13
11-06-2020 22:30,None,34.6,6.2,5.3,11.8,15.77
11-06-2020 22:45,None,39.3,6.2,5.5,12.1,16.32
11-06-2020 23:00,None,39.3,6.2,4.4,10.9,18.21
11-06-2020 23:15,None,39.3,6.2,3.5,10,20.21
11-06-2020 23:30,None,33.8,6.2,3.6,10.1,19.95
11-06-2020 23:45,None,31.4,6.1,3.5,9.9,18.49
12-06-2020 00:00,None,None,None,None,None,None
12-06-2020 00:15,None,31.4,6.2,4,10.5,14.01
12-06-2020 00:30,None,37.7,6.2,5.3,11.8,12.31
12-06-2020 00:45,None,40.6,6.2,7.2,13.7,13.99
12-06-2020 01:00,None,40.6,6.2,4.9,11.4,12.94
12-06-2020 01:15,None,40.6,6.3,3.4,10,15.36
12-06-2020 01:30,None,36.2,6.2,3.4,9.9,14.66
12-06-2020 01:45,None,34.2,6.2,2.7,9.2,16.03
12-06-2020 02:00,None,34.2,6.2,2.5,9.1,16.96
12-06-2020 02:15,None,34.2,6.2,2.9,9.4,16.57
12-06-2020 02:30,None,30.5,6.2,2.9,9.4,15.05
12-06-2020 02:45,None,28.9,6.2,2.9,9.4,15.54
12-06-2020 03:00,None,28.9,6.2,2.9,9.4,15.69
12-06-2020 03:15,None,28.9,6.2,3.1,9.6,16.1
