dates,PM25,PM10,NO,NOx,NO2,Ozone
24-03-2020 07:00,26.2,56.4,2.4,16.3,13.87,32.42
24-03-2020 07:15,26.2,56.4,2.8,17.7,14.92,34.56
24-03-2020 07:30,26.2,56.4,2.8,17.5,14.69,39.25
24-03-2020 07:45,25.9,53.3,2.5,16.4,13.86,53.36
24-03-2020 08:00,24.2,35.2,2.4,15.4,13.02,50.72
24-03-2020 08:15,24.2,35.2,2,15,13.08,61.52
24-03-2020 08:30,24.2,35.2,1.9,14.4,12.42,55.91
24-03-2020 08:45,24.2,34.9,1.8,15.2,13.41,58.96
24-03-2020 09:00,24.7,33.5,1.6,14,12.35,71.11
24-03-2020 09:15,24.7,33.5,2.1,14.2,12.18,71.58
24-03-2020 09:30,24.7,33.5,2,14.1,12.05,80.42
24-03-2020 09:45,24.4,35,2,14.2,12.17,84.75
24-03-2020 10:00,22.8,44.1,2.5,14.4,11.89,84.48
24-03-2020 10:15,22.8,44.1,2.1,13.4,11.32,91.79
24-03-2020 10:30,22.8,44.1,2.3,14.2,11.92,91.53
24-03-2020 10:45,23.8,45.7,1.5,13.9,12.37,99.47
24-03-2020 11:00,29.5,55.3,2,13.7,11.76,97.63
24-03-2020 11:15,29.5,55.3,1.9,13,11.03,100.22
24-03-2020 11:30,29.5,55.3,2,13.4,11.4,99.66
24-03-2020 11:45,29.7,55.3,2.5,13.9,11.37,108.32
24-03-2020 12:00,31.1,55.2,2,13.6,11.52,106.74
24-03-2020 12:15,31.1,55.2,2.2,13.8,11.63,102.12
24-03-2020 12:30,31.1,55.2,1.7,13.3,11.55,112.89
24-03-2020 12:45,32.3,56.4,1.3,13,11.67,112.99
24-03-2020 13:00,39.6,63.9,1.7,13.7,12.02,120.47
24-03-2020 13:15,39.6,63.9,1.7,13.6,11.93,130.86
24-03-2020 13:30,39.6,63.9,1.1,13.4,12.31,130.38
24-03-2020 13:45,38.4,64,1.6,14.1,12.58,123.49
24-03-2020 14:00,31.7,64.9,1.8,14,12.2,135.36
24-03-2020 14:15,31.7,64.9,2.2,14.2,11.94,138.94
24-03-2020 14:30,31.7,64.9,1.9,14.1,12.16,146.2
24-03-2020 14:45,32.1,64.5,2,14.5,12.52,142.37
24-03-2020 15:00,34.2,62,1.6,15.1,13.49,145.54
24-03-2020 15:15,34.2,62,1.6,15.2,13.65,149.64
24-03-2020 15:30,34.2,62,1.5,14.8,13.37,148.82
24-03-2020 15:45,34.5,61.4,1.3,14.8,13.5,152.12
24-03-2020 16:00,35.9,57.8,1.3,15.3,14.03,150.89
24-03-2020 16:15,35.9,57.8,1.5,15.8,14.31,147.33
24-03-2020 16:30,35.9,57.8,1.4,15.4,13.93,149.97
24-03-2020 16:45,35,58.4,1.9,15.9,14.02,147
24-03-2020 17:00,30.2,62.1,1.6,16.2,14.63,148.2
24-03-2020 17:15,30.2,62.1,1.1,16.6,15.45,140.42
24-03-2020 17:30,30.2,62.1,0.8,17,16.21,135.87
24-03-2020 17:45,31,60.8,1.9,19.7,17.82,118.78
24-03-2020 18:00,36.1,52.9,1.8,20.6,18.76,112.91
24-03-2020 18:15,36.1,52.9,1.8,21,19.16,106.75
24-03-2020 18:30,36.1,52.9,1.9,21.2,19.25,108.01
24-03-2020 18:45,35.6,53.6,1.5,26,24.44,94.69
24-03-2020 19:00,32.6,57.8,1.6,31.2,29.65,87.28
24-03-2020 19:15,32.6,57.8,1.8,28,26.23,93.14
24-03-2020 19:30,32.6,57.8,2,30.8,28.79,79.58
24-03-2020 19:45,33.3,58.1,1.7,32.7,31.04,77.57
24-03-2020 20:00,37.4,59.9,1.6,33.3,31.67,73.12
24-03-2020 20:15,37.4,59.9,1.6,39.6,38.04,55.98
24-03-2020 20:30,37.4,59.9,1.3,35.4,34.13,66.03
24-03-2020 20:45,37,60.3,1.8,30.7,28.86,68.68
24-03-2020 21:00,34.8,62.7,2.1,30.9,28.74,63.65
24-03-2020 21:15,34.8,62.7,2.7,48,45.31,39.17
24-03-2020 21:30,34.8,62.7,2.3,50.2,47.82,42.96
24-03-2020 21:45,34.3,63.1,1.8,43.7,41.86,49.91
24-03-2020 22:00,31.5,65.6,1.6,43.7,42.06,55.24
24-03-2020 22:15,31.5,65.6,1.6,37.1,35.48,61.41
24-03-2020 22:30,31.5,65.6,1.7,37,35.28,48.57
24-03-2020 22:45,32.8,69,1.8,36.4,34.66,55.05
24-03-2020 23:00,39.5,89.4,2.1,34.3,32.22,49.99
24-03-2020 23:15,39.5,89.4,1.9,36.8,34.92,38.95
24-03-2020 23:30,39.5,89.4,1.6,38.2,36.6,34.48
24-03-2020 23:45,39.8,87.9,1.7,43.4,41.66,26.68
25-03-2020 00:00,None,None,None,None,None,None
25-03-2020 00:15,41.6,79.3,4.5,57.6,53.1,16.73
25-03-2020 00:30,41.6,79.3,2.9,50.6,47.66,18.34
25-03-2020 00:45,42.4,79.9,3,51.2,48.21,12.93
25-03-2020 01:00,46.6,83.6,3.2,51.8,48.63,11.33
25-03-2020 01:15,46.6,83.6,2.9,51.5,48.55,10.33
25-03-2020 01:30,46.6,83.6,2.9,50.1,47.23,9.16
25-03-2020 01:45,46.7,82.8,3.1,49.8,46.61,8.04
25-03-2020 02:00,47.1,78.1,3.2,48.7,45.53,8.3
25-03-2020 02:15,47.1,78.1,3.5,48.7,45.18,8.55
25-03-2020 02:30,47.1,78.1,3.7,45.9,42.2,9.4
25-03-2020 02:45,46.9,79.4,3.6,43.3,39.77,8.25
25-03-2020 03:00,45.6,87,3.4,40.1,36.7,8.73
25-03-2020 03:15,45.6,87,2.9,38.5,35.61,8.37
25-03-2020 03:30,45.6,87,2.8,37,34.16,8.38
25-03-2020 03:45,45.8,85.9,2.2,35.3,33.11,8.58
25-03-2020 04:00,46.8,79.7,2.3,36.4,34.12,8.47
25-03-2020 04:15,46.8,79.7,1.9,37.6,35.67,8.45
25-03-2020 04:30,46.8,79.7,3.5,37,33.44,7.78
25-03-2020 04:45,46.2,79.7,5.4,36.2,30.79,7.08
25-03-2020 05:00,43,79.7,6.2,36.3,30.05,7.16
25-03-2020 05:15,43,79.7,6.4,37.4,31.08,6.86
25-03-2020 05:30,43,79.7,6.4,36.9,30.44,6.75
25-03-2020 05:45,43.5,78.5,6.6,36.6,30.05,7.04
25-03-2020 06:00,46.7,71.2,6.4,35.3,28.9,7.37
25-03-2020 06:15,46.7,71.2,8,34.4,26.33,7.79
25-03-2020 06:30,46.7,71.2,14.7,43.7,29.01,8.58
25-03-2020 06:45,46.6,70.5,14.3,42.9,28.59,9.44
25-03-2020 07:00,46.3,66.4,11.6,40.6,29.02,13.47
25-03-2020 07:15,46.3,66.4,6.8,35.2,28.43,25.02
25-03-2020 07:30,46.3,66.4,4.4,27.2,22.81,25.92
25-03-2020 07:45,46.6,67.7,3.6,23,19.44,22.76
25-03-2020 08:00,48.7,75.4,3.3,19.8,16.51,40.06
25-03-2020 08:15,48.7,75.4,2.4,17,14.62,47.84
25-03-2020 08:30,48.7,75.4,2.2,15,12.79,48.85
25-03-2020 08:45,47.7,75,2,13.1,11.08,54.36
25-03-2020 09:00,41.8,72.8,2.9,12.8,9.95,62.43
25-03-2020 09:15,None,None,None,12.4,9.83,60.03
25-03-2020 09:30,41.8,72.8,1.9,12.3,10.38,70.52
25-03-2020 09:45,41.3,72.5,1.9,12.5,10.6,86.47
25-03-2020 10:00,38.8,70.3,2.2,14.7,12.52,96.43
25-03-2020 10:15,38.8,70.3,1.8,16.5,14.71,117.43
25-03-2020 10:30,38.8,70.3,1.9,17.3,15.36,131.55
25-03-2020 10:45,39,70.6,1.9,15.2,13.34,123.76
25-03-2020 11:00,40.1,72.5,1.7,14.1,12.42,120.69
25-03-2020 11:15,40.1,72.5,1.5,14,12.55,118.6
25-03-2020 11:30,40.1,72.5,2.1,14.2,12.13,117.77
25-03-2020 11:45,40.7,72.2,1.3,11.8,11.47,126.96
25-03-2020 12:00,44.1,70.2,0.5,12.3,11.82,108.31
25-03-2020 12:15,44.1,70.2,1.5,14,12.49,122.61
25-03-2020 12:30,44.1,70.2,1.3,13.9,12.61,117.63
25-03-2020 12:45,44.1,70.2,1.1,12.9,11.86,124.13
25-03-2020 13:00,44.2,69.9,1.5,12.9,11.41,130.21
25-03-2020 13:15,44.2,69.9,1.6,12.6,10.98,135.97
25-03-2020 13:30,44.2,69.9,1.9,14.5,12.62,133.23
25-03-2020 13:45,44,70.4,1.5,15.2,13.71,140.03
25-03-2020 14:00,42.7,73.3,1.9,18.5,16.57,131.68
25-03-2020 14:15,42.7,73.3,2.3,20.1,17.75,129.91
25-03-2020 14:30,42.7,73.3,2,17.5,15.45,126.43
25-03-2020 14:45,42.1,74.1,2.1,15.5,13.37,125.87
25-03-2020 15:00,38.4,78.8,1.7,14.1,12.47,123.24
25-03-2020 15:15,38.4,78.8,1.7,13.6,11.92,127.83
25-03-2020 15:30,38.4,78.8,1.4,13.2,11.82,127.52
25-03-2020 15:45,38.4,76.7,1.2,13.5,12.28,130.89
25-03-2020 16:00,38.4,64.4,1.1,13.2,12.12,126.51
25-03-2020 16:15,38.4,64.4,1.8,14.5,12.73,126.71
25-03-2020 16:30,38.4,64.4,2,15.4,13.4,129.42
25-03-2020 16:45,37.8,65.6,1.5,15.3,13.81,134.26
25-03-2020 17:00,33.8,72.6,2,16.2,14.21,128.08
25-03-2020 17:15,33.8,72.6,1.7,16.5,14.81,124.31
25-03-2020 17:30,33.8,72.6,1.2,17.2,16.07,118.46
25-03-2020 17:45,33.4,71.4,1,18.5,17.49,107.3
25-03-2020 18:00,30.9,64.2,1.3,20.1,18.79,97.43
25-03-2020 18:15,30.9,64.2,1.2,22,20.75,84.38
25-03-2020 18:30,30.9,64.2,2.2,28.1,25.87,77.51
25-03-2020 18:45,31.9,64.5,1.8,26.5,24.61,91.05
25-03-2020 19:00,38,66.4,1.5,24.9,23.39,86.4
25-03-2020 19:15,38,66.4,2.5,26.3,23.75,73.86
25-03-2020 19:30,38,66.4,2.1,28.6,26.52,62.92
25-03-2020 19:45,37,66.4,1.7,25,23.27,67.85
25-03-2020 20:00,30.9,66.5,1.9,22.4,20.52,66.77
25-03-2020 20:15,30.9,66.5,1.9,22,20.12,66.39
25-03-2020 20:30,30.9,66.5,1.4,25.6,24.2,58.23
25-03-2020 20:45,31,66.8,0.8,25,24.26,53.41
25-03-2020 21:00,31.5,68.8,1.9,23.1,21.24,49.61
25-03-2020 21:15,31.5,68.8,1.8,21.9,20.11,48.39
25-03-2020 21:30,31.5,68.8,1.8,20.1,18.34,44.97
25-03-2020 21:45,31.9,68.5,1.4,19.8,18.39,42.91
25-03-2020 22:00,34.8,67,1.4,20.8,19.36,40.24
25-03-2020 22:15,34.8,67,1.4,21.8,20.44,36.19
25-03-2020 22:30,34.8,67,1.7,21.4,19.7,35.45
25-03-2020 22:45,35,65.7,2.2,18.7,16.5,37.8
25-03-2020 23:00,36.5,57.6,2.2,15.1,12.93,40.4
25-03-2020 23:15,36.5,57.6,1.8,13,11.18,40.29
25-03-2020 23:30,36.5,57.6,1.6,12,10.46,41.84
25-03-2020 23:45,35.5,56.1,1.9,11.3,9.38,40.53
26-03-2020 00:00,None,None,None,None,None,None
26-03-2020 00:15,29.6,47.7,2.4,11.2,8.74,38.49
26-03-2020 00:30,29.6,47.7,2.3,11.1,8.71,36.69
26-03-2020 00:45,29.4,47.8,1.7,11.7,9.97,35.56
26-03-2020 01:00,27.8,48.3,1.3,11.7,10.43,34.87
26-03-2020 01:15,27.8,48.3,0.8,11.1,10.29,33.91
26-03-2020 01:30,27.8,48.3,1.1,11.3,10.17,33.44
26-03-2020 01:45,28,48,1.8,10.7,8.92,32.17
26-03-2020 02:00,29.4,46.3,1.5,10.5,9.06,32.02
26-03-2020 02:15,29.4,46.3,1.9,10.2,8.32,32.15
26-03-2020 02:30,29.4,46.3,1.7,10.7,8.97,30.1
26-03-2020 02:45,28.6,45.1,1.9,11.3,9.43,30.8
26-03-2020 03:00,23.6,37.8,1.8,11,9.2,30.27
26-03-2020 03:15,23.6,37.8,2,11.2,9.23,None
26-03-2020 03:30,23.6,37.8,2.3,11.2,8.82,25.62
26-03-2020 03:45,23.8,38.9,2.5,11.2,8.73,27.83
26-03-2020 04:00,25,45.3,2.3,11.3,9.06,27.33
26-03-2020 04:15,25,45.3,2.1,11.6,9.6,26.33
26-03-2020 04:30,25,45.3,2.1,13.9,11.81,24.15
26-03-2020 04:45,24,44.6,1.9,12.1,10.17,27.66
26-03-2020 05:00,18.1,40.5,1.8,11.3,9.49,27.32
26-03-2020 05:15,18.1,40.5,2.5,11.5,9.03,28.05
26-03-2020 05:30,18.1,40.5,2.6,11.2,8.6,30.04
26-03-2020 05:45,19.1,40.1,1.7,11.6,9.83,27.12
26-03-2020 06:00,24.8,37.7,1.2,12.3,11.13,26.35
26-03-2020 06:15,24.8,37.7,1,12.4,11.43,25.06
26-03-2020 06:30,24.8,37.7,1.5,13.7,12.26,23.09
26-03-2020 06:45,25.3,37.1,2.3,15.7,13.46,24.05
26-03-2020 07:00,28.3,33.8,2,14.4,12.39,29.55
26-03-2020 07:15,28.3,33.8,2.5,13.7,11.17,29.95
26-03-2020 07:30,28.3,33.8,3.1,17,13.91,29.73
26-03-2020 07:45,28,35.6,3.7,20.2,16.49,27.44
26-03-2020 08:00,26.1,46.5,3.7,20.2,16.43,33.2
26-03-2020 08:15,26.1,46.5,3.1,19,15.87,38.66
26-03-2020 08:30,26.1,46.5,2.8,18.5,15.77,44.41
26-03-2020 08:45,26.5,48,2.2,17.9,15.68,68.86
26-03-2020 09:00,29.1,56.9,2,17.9,15.87,69.89
26-03-2020 09:15,29.1,56.9,2.1,17.6,15.51,83.7
26-03-2020 09:30,29.1,56.9,2.2,16.8,14.63,94.79
26-03-2020 09:45,29.5,57.7,1.8,15.8,13.96,106.49
26-03-2020 10:00,32.2,62.8,1.4,15.2,13.8,114.93
26-03-2020 10:15,32.2,62.8,1.4,14,12.54,116.15
26-03-2020 10:30,32.2,62.8,1.9,14.1,12.15,129.95
26-03-2020 10:45,32.3,62.9,2.1,13.2,11.08,127.23
26-03-2020 11:00,32.5,63.6,2.5,12.8,10.32,133.7
26-03-2020 11:15,32.5,63.6,2.5,13.6,11.13,133.86
26-03-2020 11:30,32.5,63.6,1.7,13.7,11.97,130.5
26-03-2020 11:45,33.2,63.5,2,14.1,12.12,133.31
26-03-2020 12:00,36.9,63.3,1.8,14,12.2,130.04
26-03-2020 12:15,36.9,63.3,2,13.9,11.91,127.1
26-03-2020 12:30,36.9,63.3,1.7,13.7,12.02,130.28
26-03-2020 12:45,36.5,63.2,1.4,13.9,12.53,127.91
26-03-2020 13:00,34,62.6,1.7,14.5,12.73,129.87
26-03-2020 13:15,34,62.6,1.6,15,13.4,132.22
26-03-2020 13:30,34,62.6,1.5,15.7,14.21,137.92
26-03-2020 13:45,33.2,62.9,1.9,15.7,13.81,136.46
26-03-2020 14:00,28.3,64.5,1.7,15.8,14.15,139.06
26-03-2020 14:15,28.3,64.5,1.8,16.2,14.43,142.88
26-03-2020 14:30,28.3,64.5,1.8,15.3,13.5,148.94
26-03-2020 14:45,28.1,64.3,1.4,15.5,14.06,141.05
26-03-2020 15:00,27.1,63,1.9,16.3,14.42,139.34
26-03-2020 15:15,27.1,63,2.3,17.7,15.47,133.54
26-03-2020 15:30,27.1,63,1.5,17.2,15.68,133.91
26-03-2020 15:45,26.7,62.5,1.8,17.1,15.34,141.23
26-03-2020 16:00,24,59.6,2.5,17.4,14.9,146.29
26-03-2020 16:15,24,59.6,2.4,17.6,15.22,140.57
26-03-2020 16:30,24,59.6,1.4,18,16.65,139.99
26-03-2020 16:45,24,59.5,1.8,17.7,15.92,139.24
26-03-2020 17:00,24.1,58.9,1.5,17.9,16.4,141.49
26-03-2020 17:15,24.1,58.9,1.7,18.4,16.66,131.38
26-03-2020 17:30,24.1,58.9,1.5,20.8,19.36,108.61
26-03-2020 17:45,24.3,58.6,1.3,22.7,21.42,102.9
26-03-2020 18:00,25.8,57,1.3,23.3,22.02,93.12
26-03-2020 18:15,25.8,57,1,22.3,21.31,105.86
26-03-2020 18:30,25.8,57,1.7,22.5,20.76,102.61
26-03-2020 18:45,25.7,56.4,1.3,21.5,20.21,96.71
26-03-2020 19:00,25.3,52.9,1.7,21.6,19.9,93.96
26-03-2020 19:15,25.3,52.9,1.9,23.8,21.89,96.45
26-03-2020 19:30,25.3,52.9,2.2,30.6,28.43,65.56
26-03-2020 19:45,25.8,52.7,1.7,31.9,30.24,64.83
26-03-2020 20:00,28.6,51.5,2.4,30.8,28.43,65.94
26-03-2020 20:15,28.6,51.5,2.2,34.2,31.95,55.17
26-03-2020 20:30,28.6,51.5,2.4,43.4,40.99,34
26-03-2020 20:45,29.2,53.5,2.3,43.4,41.14,37.26
26-03-2020 21:00,31.9,65.6,None,None,None,None
26-03-2020 21:15,31.9,65.6,1.7,48.4,46.72,26.03
26-03-2020 21:30,31.9,65.6,2.6,56.4,53.8,21.84
26-03-2020 21:45,32.3,65.7,3.7,66.5,62.82,16.03
26-03-2020 22:00,34.5,66.5,9.2,81.6,72.43,6.23
26-03-2020 22:15,34.5,66.5,6,77,71,13.29
26-03-2020 22:30,34.5,66.5,3.4,59,55.55,39.58
26-03-2020 22:45,35.8,69.6,2,37.1,35.15,78.46
26-03-2020 23:00,43,88.3,2.1,30.1,27.99,89.52
26-03-2020 23:15,43,88.3,2,26.5,24.54,88.28
26-03-2020 23:30,43,88.3,1.8,22.6,20.87,87.36
26-03-2020 23:45,43.6,87.8,1.9,21.7,19.76,80.92
27-03-2020 00:00,None,None,None,None,None,None
27-03-2020 00:15,46.7,84.9,1.7,20.4,18.64,76.41
27-03-2020 00:30,46.7,84.9,1.8,19.2,17.37,72.64
27-03-2020 00:45,47.1,84.7,2,19.8,17.85,65.49
27-03-2020 01:00,49.3,83.3,1.9,19.2,17.27,65.02
27-03-2020 01:15,49.3,83.3,2,18.5,16.47,62.49
27-03-2020 01:30,49.3,83.3,1.7,17.1,15.42,61.98
27-03-2020 01:45,49.9,84.9,2.3,17.8,15.54,57.56
27-03-2020 02:00,53.5,95,2.3,18,15.65,53.16
27-03-2020 02:15,53.5,95,1.6,17.3,15.73,52.75
27-03-2020 02:30,53.5,95,2.6,18.7,16.08,44.16
27-03-2020 02:45,52.4,95.2,1.8,18.5,16.72,45.08
27-03-2020 03:00,46,96.2,2,18.8,16.83,39.24
27-03-2020 03:15,46,96.2,1.4,18.5,17.09,38.7
27-03-2020 03:30,46,96.2,1.4,17.6,16.17,40.96
27-03-2020 03:45,46.5,95.7,1.6,17.5,15.89,32.28
27-03-2020 04:00,49.2,92.3,1.2,17.4,16.15,27.75
27-03-2020 04:15,49.2,92.3,1.2,17.4,16.27,24.99
27-03-2020 04:30,49.2,92.3,1.8,17.9,16.08,20.4
27-03-2020 04:45,49.8,90.7,2.1,19.2,17.11,18.52
27-03-2020 05:00,53.3,81.1,2,23.7,21.69,16.67
27-03-2020 05:15,53.3,81.1,2.1,30.1,27.93,14.81
27-03-2020 05:30,53.3,81.1,2.4,37.4,34.93,12.03
27-03-2020 05:45,52.7,81.2,2.7,38,35.39,15.05
27-03-2020 06:00,49.6,81.8,2.8,38.1,35.39,16.66
27-03-2020 06:15,49.6,81.8,3.8,35.2,31.34,24.82
27-03-2020 06:30,49.6,81.8,2.8,29.7,26.89,21.4
27-03-2020 06:45,50.6,82.3,3.1,28.7,25.61,18.24
27-03-2020 07:00,56.5,85.2,3,25.7,22.73,26.18
27-03-2020 07:15,56.5,85.2,2.2,21.3,19.12,40.61
27-03-2020 07:30,56.5,85.2,2.1,20.5,18.44,35.96
27-03-2020 07:45,55.6,85.6,2.5,21.2,18.75,50.31
27-03-2020 08:00,50,87.9,2.2,21.2,19.02,57.36
27-03-2020 08:15,50,87.9,2.3,20.1,17.79,69.85
27-03-2020 08:30,50,87.9,1.4,20.1,18.65,84.62
27-03-2020 08:45,49.4,88.4,1.6,18.9,17.24,96.6
27-03-2020 09:00,46,91.6,2,17.2,15.14,100.02
27-03-2020 09:15,46,91.6,2.1,17.5,15.41,111.48
27-03-2020 09:30,46,91.6,1.6,17.2,15.57,120.82
27-03-2020 09:45,45.3,91.1,1.9,17.5,15.57,128.23
27-03-2020 10:00,41.4,88.3,1.4,16.3,14.85,127.42
27-03-2020 10:15,41.4,88.3,1.5,15.4,13.96,126.6
27-03-2020 10:30,41.4,88.3,1.7,16.5,14.78,130.08
27-03-2020 10:45,41,89,2,18.2,16.25,128.45
27-03-2020 11:00,39.2,93.7,2,17.5,15.52,128.26
27-03-2020 11:15,39.2,93.7,2.1,17.9,15.84,140.89
27-03-2020 11:30,39.2,93.7,2.2,18.9,16.72,149.33
27-03-2020 11:45,38.7,93,1.8,18.7,16.93,149.66
27-03-2020 12:00,35.9,89,1.5,17.1,15.68,155.89
27-03-2020 12:15,35.9,89,1.2,17.2,16.06,149.89
27-03-2020 12:30,35.9,89,1.2,17,15.85,137.66
27-03-2020 12:45,36.1,86.1,1.7,17,15.23,129.18
27-03-2020 13:00,37.2,68.4,1.8,16.8,15.08,135.09
27-03-2020 13:15,37.2,68.4,2,17.3,15.31,132.77
27-03-2020 13:30,37.2,68.4,1.7,17.6,15.88,133.55
27-03-2020 13:45,37.2,69.7,1.7,17.3,15.64,136.4
27-03-2020 14:00,37.2,77.3,1.7,17.6,15.92,140.81
27-03-2020 14:15,37.2,77.3,2.1,18,15.9,144.59
27-03-2020 14:30,37.2,77.3,1.5,17.8,16.38,135.77
27-03-2020 14:45,36.5,77.4,1.3,18.6,17.29,141.44
27-03-2020 15:00,32.3,78.3,1.5,18.1,16.56,147.73
27-03-2020 15:15,32.3,78.3,2.2,18.8,16.58,145.8
27-03-2020 15:30,32.3,78.3,2.6,19.1,16.54,155.62
27-03-2020 15:45,31.6,78.4,2.3,18.6,16.31,153.75
27-03-2020 16:00,27.4,78.5,1.7,19.1,17.31,147.24
27-03-2020 16:15,27.4,78.5,1.9,19.9,18,154.69
27-03-2020 16:30,27.4,78.5,1.9,20.9,19.08,152.19
27-03-2020 16:45,27.5,78.2,1.4,20,18.58,150.03
27-03-2020 17:00,28.6,76.7,1.7,21.6,19.93,140.61
27-03-2020 17:15,28.6,76.7,2.2,22.3,20.09,124.64
27-03-2020 17:30,28.6,76.7,2,23.2,21.24,108.27
27-03-2020 17:45,29.9,74.7,1.8,24.7,22.92,101.07
27-03-2020 18:00,36.6,63,1.8,27.2,25.44,98.29
27-03-2020 18:15,36.6,63,1.4,31.4,30.01,105.99
27-03-2020 18:30,36.6,63,1.6,32.5,30.9,125.02
27-03-2020 18:45,36.1,64.9,1.5,27.1,25.52,134.07
27-03-2020 19:00,33.8,76.1,1,24.4,23.41,128.47
27-03-2020 19:15,33.8,76.1,0.9,23.4,22.49,122.02
27-03-2020 19:30,33.8,76.1,1.7,25.1,23.37,121.22
27-03-2020 19:45,33.2,76.4,1.3,24.9,23.55,124.01
27-03-2020 20:00,29.9,77.9,1.5,25.1,23.58,125.17
27-03-2020 20:15,29.9,77.9,1.2,26.5,25.35,110.39
27-03-2020 20:30,29.9,77.9,1.1,27.9,26.86,105.98
27-03-2020 20:45,30.9,77.6,1.4,29.5,28.12,100.66
27-03-2020 21:00,36.7,75.8,1.6,29.6,27.92,84.76
27-03-2020 21:15,36.7,75.8,1.1,30.8,29.65,70.99
27-03-2020 21:30,36.7,75.8,1.3,32.6,31.34,55.38
27-03-2020 21:45,36.3,76.5,1.8,33,31.18,57.1
27-03-2020 22:00,33.7,80.2,1,30.6,29.59,73.7
27-03-2020 22:15,33.7,80.2,1.8,32,30.24,70.27
27-03-2020 22:30,33.7,80.2,1.9,32,30.17,79.2
27-03-2020 22:45,35.3,81.3,1.7,28.6,26.96,85.84
27-03-2020 23:00,44.4,87.6,1.7,27.4,25.73,89.35
27-03-2020 23:15,44.4,87.6,1.7,27.1,25.45,79.18
27-03-2020 23:30,44.4,87.6,2,26.7,24.67,77.93
27-03-2020 23:45,44.5,86.5,1.3,22.5,21.25,80.55
28-03-2020 00:00,None,None,None,None,None,None
28-03-2020 00:15,45.1,80,0.6,20.3,19.73,65.35
28-03-2020 00:30,45.1,80,1.4,19.4,17.96,66.03
28-03-2020 00:45,45.1,81.2,1.8,18.4,16.68,66.46
28-03-2020 01:00,45.1,88.3,1.2,17.7,16.49,63.53
28-03-2020 01:15,45.1,88.3,1.3,16.5,15.18,66.32
28-03-2020 01:30,45.1,88.3,1.3,15.4,14.1,62.74
28-03-2020 01:45,45.6,86.5,1.6,15.5,13.99,56.62
28-03-2020 02:00,48.1,76.1,1.4,15.5,14.16,55.41
28-03-2020 02:15,48.1,76.1,1.4,14.9,13.45,59.18
28-03-2020 02:30,48.1,76.1,1.9,14.9,12.96,61.57
28-03-2020 02:45,47.9,76.6,1.6,13.9,12.27,58.1
28-03-2020 03:00,46.7,79.6,2.5,14.6,12.08,48.86
28-03-2020 03:15,46.7,79.6,1.3,14.2,12.97,43.49
28-03-2020 03:30,46.7,79.6,1.3,15.1,13.81,37.21
28-03-2020 03:45,45.9,78.6,1.7,16.2,14.59,36.07
28-03-2020 04:00,41.2,72.6,2,18.1,16.16,38.19
28-03-2020 04:15,41.2,72.6,2,19.2,17.18,33.71
28-03-2020 04:30,41.2,72.6,1.7,21.6,19.87,29.11
28-03-2020 04:45,41.2,73.1,1.9,24.3,22.34,22.17
28-03-2020 05:00,40.8,76,2.2,26.3,24.05,23.86
28-03-2020 05:15,40.8,76,1.9,26.4,24.47,22.61
28-03-2020 05:30,40.8,76,1.8,24.5,22.64,24.14
28-03-2020 05:45,42.8,74.6,1.4,24.3,22.84,25.17
28-03-2020 06:00,54.4,66.4,2.2,25,22.85,24.83
28-03-2020 06:15,54.4,66.4,2.3,25,22.7,27.69
28-03-2020 06:30,54.4,66.4,2.2,22.5,20.32,31.26
28-03-2020 06:45,53,66,2.7,22.6,19.9,29.31
28-03-2020 07:00,45.2,63.8,2.9,22.1,19.23,32.75
28-03-2020 07:15,45.2,63.8,2.5,22,19.46,34.01
28-03-2020 07:30,45.2,63.8,2.5,20.7,18.21,51.96
28-03-2020 07:45,44.1,65.8,2,19.5,17.48,61.75
28-03-2020 08:00,37.7,77.4,1.7,19.2,17.54,70.22
28-03-2020 08:15,37.7,77.4,1.4,18.5,17.13,78.24
28-03-2020 08:30,37.7,77.4,1.8,18.4,16.68,82.27
28-03-2020 08:45,38.2,78.2,1.9,18.7,16.78,88.1
28-03-2020 09:00,41.2,82.8,1.6,19.1,17.49,92.92
28-03-2020 09:15,41.2,82.8,1.9,19,17.01,102.3
28-03-2020 09:30,41.2,82.8,2.2,18.9,16.76,104.67
28-03-2020 09:45,40.9,80.9,1.9,18.6,16.69,114.26
28-03-2020 10:00,39.5,69.7,1.9,17.4,15.53,119.6
28-03-2020 10:15,39.5,69.7,1.7,16.9,15.18,124.37
28-03-2020 10:30,39.5,69.7,1.5,16.9,15.39,125.17
28-03-2020 10:45,39.3,71.2,1,15.9,14.89,122.64
28-03-2020 11:00,38.1,80.4,1.3,15.9,14.54,130.09
28-03-2020 11:15,38.1,80.4,2,15.8,13.85,124
28-03-2020 11:30,38.1,80.4,2.3,15.5,13.21,127.94
28-03-2020 11:45,36.5,79,1.7,15.4,13.74,133.75
28-03-2020 12:00,27,70.5,1.2,15.2,14,133.21
28-03-2020 12:15,27,70.5,1.7,15.2,13.43,135.96
28-03-2020 12:30,27,70.5,2.2,16.1,13.93,145.38
28-03-2020 12:45,27.3,70.3,2.2,15.6,13.47,142.51
28-03-2020 13:00,28.9,69.3,1.6,15,13.46,141.22
28-03-2020 13:15,28.9,69.3,1.1,15,13.95,138.47
28-03-2020 13:30,28.9,69.3,1.6,15.4,13.84,138.7
