dates,PM25,PM10,NO,NOx,NO2,Ozone
05-01-2020 09:45,68.5,131.5,16,53.1,37.06,6.63
05-01-2020 10:00,71.2,138.4,14.1,50.6,36.5,3.84
05-01-2020 10:15,71.2,138.4,8.4,35.6,27.15,9.82
05-01-2020 10:30,71.2,138.4,7.1,33.2,26.08,8.23
05-01-2020 10:45,68.5,135.9,7.3,33.5,26.23,9.67
05-01-2020 11:00,64.6,132.3,6.6,31.5,24.9,10.91
05-01-2020 11:15,64.6,132.3,6.5,33.2,26.66,11.07
05-01-2020 11:30,64.6,132.3,6.3,33,26.72,12.28
05-01-2020 11:45,66.4,130.4,6.7,30.7,24,16.63
05-01-2020 12:00,69,127.7,5.4,24.5,19.04,21.67
05-01-2020 12:15,69,127.7,5.4,21.1,15.72,26.46
05-01-2020 12:30,69,127.7,5.1,18.9,13.82,31.37
05-01-2020 12:45,70.6,125.2,4.5,18.8,14.36,38.01
05-01-2020 13:00,73.1,121.6,4.3,19.2,14.95,39.78
05-01-2020 13:15,73.1,121.6,3.9,18.9,14.93,40.24
05-01-2020 13:30,73.1,121.6,3.5,19.5,16.03,40.23
05-01-2020 13:45,70.8,121.3,3.7,18.7,15.06,41.29
05-01-2020 14:00,67.3,120.9,3.7,17.8,14.15,40.64
05-01-2020 14:15,67.3,120.9,3.6,18.4,14.76,40.21
05-01-2020 14:30,67.3,120.9,3.3,18.4,15.12,43.63
05-01-2020 14:45,65.1,121.6,3.7,20.7,17,39.23
05-01-2020 15:00,61.7,122.6,3.2,20.8,17.61,41.17
05-01-2020 15:15,61.7,122.6,2.9,22.6,19.65,43.39
05-01-2020 15:30,61.7,122.6,2.6,24.4,21.88,37.15
05-01-2020 15:45,62.6,120.2,2.9,24.5,21.68,34.61
05-01-2020 16:00,63.9,116.8,2.8,27.5,24.64,30.48
05-01-2020 16:15,63.9,116.8,2.8,26.4,23.67,41.2
05-01-2020 16:30,63.9,116.8,3.3,28.6,25.32,33.38
05-01-2020 16:45,65.6,113.3,3.5,36.7,33.15,21.2
05-01-2020 17:00,68,108.2,3.3,40.2,36.94,19.85
05-01-2020 17:15,68,108.2,4.9,46.5,41.68,10.24
05-01-2020 17:30,68,108.2,6.5,52.8,46.23,4.92
05-01-2020 17:45,68.4,117.9,13.9,61.6,47.68,2.68
05-01-2020 18:00,69.1,131.9,19.2,61.6,42.47,1.9
05-01-2020 18:15,69.1,131.9,35,77.6,42.63,1.9
05-01-2020 18:30,69.1,131.9,39.6,84.1,44.42,2.03
05-01-2020 18:45,70.2,133.5,35.8,79.1,43.3,2.27
05-01-2020 19:00,71.9,135.8,59.1,99.1,39.94,2.04
05-01-2020 19:15,71.9,135.8,44,84.1,40.1,2.01
05-01-2020 19:30,71.9,135.8,53.2,88.9,35.76,2.04
05-01-2020 19:45,74.3,146.4,61.4,95.3,33.94,2.1
05-01-2020 20:00,77.8,161.6,103.3,128.4,25.03,1.8
05-01-2020 20:15,77.8,161.6,155.8,181.1,25.38,2.6
05-01-2020 20:30,77.8,161.6,158.5,182.8,24.33,2.32
05-01-2020 20:45,81.4,177.7,190.4,217.6,27.22,1.83
05-01-2020 21:00,86.5,200.8,219.3,236.3,17.03,1.88
05-01-2020 21:15,86.5,200.8,234.2,247.2,13.06,2.02
05-01-2020 21:30,86.5,200.8,262.1,277.7,15.57,2.12
05-01-2020 21:45,97.6,220.1,290.1,301.8,11.78,3
05-01-2020 22:00,114.2,247.8,327.4,338.9,11.66,2.62
05-01-2020 22:15,114.2,247.8,332,345,13.01,2.27
05-01-2020 22:30,114.2,247.8,335.9,341.8,6.09,2.14
05-01-2020 22:45,118.3,248.6,273.7,288.5,14.84,2.49
05-01-2020 23:00,124.4,249.7,243.6,259.2,15.52,2.23
05-01-2020 23:15,124.4,249.7,278.8,284.3,5.52,2.12
05-01-2020 23:30,124.4,249.7,299.5,301,2.82,2.07
05-01-2020 23:45,130.1,252.2,318.4,320.9,3.73,2.04
06-01-2020 00:00,None,None,None,None,None,None
06-01-2020 00:15,138.4,255.9,335.2,335,1.44,2.04
06-01-2020 00:30,138.4,255.9,383.1,379.9,0.92,2.16
06-01-2020 00:45,139.2,259.6,411.3,413.3,2.92,1.74
06-01-2020 01:00,140.5,264.8,396,400,4.5,1.7
06-01-2020 01:15,140.5,264.8,414.4,421.3,6.97,1.84
06-01-2020 01:30,140.5,264.8,413.1,411.1,2.27,1.86
06-01-2020 01:45,141.2,267.7,368.5,362.9,0.3,2.18
06-01-2020 02:00,142.4,271.9,313.1,316.2,3.2,2.63
06-01-2020 02:15,142.4,271.9,278.6,286.1,7.43,2.26
06-01-2020 02:30,142.4,271.9,330.7,328.5,1.64,1.9
06-01-2020 02:45,139.8,265.9,330.4,323.2,0.06,1.62
06-01-2020 03:00,136,256.8,300.2,297.3,0.31,1.95
06-01-2020 03:15,136,256.8,304.9,302.3,0.05,2.29
06-01-2020 03:30,136,256.8,304.3,300,None,1.85
06-01-2020 03:45,136,247.8,282.8,282,0.84,1.74
06-01-2020 04:00,136.1,234.2,261.6,263.2,1.71,1.84
06-01-2020 04:15,136.1,234.2,251.1,254.9,3.81,1.78
06-01-2020 04:30,136.1,234.2,259.4,258.4,0.81,1.74
06-01-2020 04:45,134.1,229,266.7,263.6,None,1.61
06-01-2020 05:00,131,221.5,269.4,265.4,None,1.38
06-01-2020 05:15,131,221.5,254.9,250.1,None,1.16
06-01-2020 05:30,131,221.5,247.2,248.9,2.98,1.58
06-01-2020 05:45,131.7,222.2,264.4,258.6,None,1.75
06-01-2020 06:00,132.7,223.1,272.7,269.7,0.39,1.55
06-01-2020 06:15,132.7,223.1,None,285.2,None,1.45
06-01-2020 06:30,132.7,223.1,296.4,292.9,None,1.88
06-01-2020 06:45,129.2,221.4,295.9,289.6,None,1.88
06-01-2020 07:00,124.2,219.1,303.7,303,0.71,1.96
06-01-2020 07:15,124.2,219.1,279.7,282.3,3.18,2.6
06-01-2020 07:30,124.2,219.1,320.7,323,3.83,3.01
06-01-2020 07:45,125.9,216.7,333.4,335,2.46,3.91
06-01-2020 08:00,128.5,213.1,315.5,323.7,8.24,4.03
06-01-2020 08:15,128.5,213.1,215.1,244.4,29.32,3.71
06-01-2020 08:30,128.5,213.1,126.5,175.1,48.54,3.83
06-01-2020 08:45,132.5,213.9,83.1,148.4,65.32,3.6
06-01-2020 09:00,138.6,215.2,37.1,107.1,70.05,5.95
06-01-2020 09:15,138.6,215.2,24.3,82.5,58.2,10.88
06-01-2020 09:30,138.6,215.2,18.9,66.2,47.28,16.75
06-01-2020 09:45,124.5,205.1,16.9,64.4,47.51,23.21
06-01-2020 10:00,103.5,190.1,14.4,55.5,41.15,33.47
06-01-2020 10:15,103.5,190.1,13.4,47.2,33.86,44.64
06-01-2020 10:30,103.5,190.1,12.7,49,36.29,51.28
06-01-2020 10:45,92.9,176.5,10.5,44.8,34.36,64.43
06-01-2020 11:00,77.1,157.1,9.5,35.3,25.82,84.4
06-01-2020 11:15,77.1,157.1,9,31.4,22.41,86.65
06-01-2020 11:30,77.1,157.1,8.1,29.4,21.38,88.87
06-01-2020 11:45,74.2,146.7,7.5,32,24.5,86.16
06-01-2020 12:00,69.7,131.8,6.3,28.1,21.79,98.55
06-01-2020 12:15,69.7,131.8,6.3,26.1,19.78,102.3
06-01-2020 12:30,69.7,131.8,5.7,25.2,19.46,105.82
06-01-2020 12:45,67.7,120.8,5.1,24.1,19.09,109.78
06-01-2020 13:00,64.9,104.2,4.6,23,18.42,111.57
06-01-2020 13:15,64.9,104.2,4.3,21.4,17.17,115.43
06-01-2020 13:30,64.9,104.2,4.1,22.5,18.45,113.11
06-01-2020 13:45,62.5,100.7,3.2,21.5,18.29,113.78
06-01-2020 14:00,58.9,95.7,3.3,21.9,18.58,113.48
06-01-2020 14:15,58.9,95.7,3.5,21.8,18.27,115.42
06-01-2020 14:30,58.9,95.7,2.8,21,18.17,109.67
06-01-2020 14:45,57.3,100.4,3.3,21.8,18.48,109.78
06-01-2020 15:00,54.7,107.3,3.2,23,19.77,106.01
06-01-2020 15:15,54.7,107.3,2.8,22.7,19.93,103.89
06-01-2020 15:30,54.7,107.3,2.7,24.3,21.65,96.03
06-01-2020 15:45,53.5,107.9,3.2,28.5,25.32,89.9
06-01-2020 16:00,51.8,108.8,2.9,28.8,25.93,89.69
06-01-2020 16:15,51.8,108.8,2.1,30.3,28.16,84.26
06-01-2020 16:30,51.8,108.8,2.4,40.8,38.43,67.96
06-01-2020 16:45,50.8,107.4,2.5,44.9,42.4,67.81
06-01-2020 17:00,49.3,105.5,1.5,42.5,41.03,71.03
06-01-2020 17:15,49.3,105.5,1.7,49.3,47.62,45.75
06-01-2020 17:30,49.3,105.5,2.7,72.9,70.27,17.53
06-01-2020 17:45,53.8,111.2,8.4,90.9,82.49,7.96
06-01-2020 18:00,60.6,119.5,11.4,99.6,88.19,4.42
06-01-2020 18:15,60.6,119.5,12.8,97.2,84.4,3.75
06-01-2020 18:30,60.6,119.5,30.5,114.5,83.99,3.24
06-01-2020 18:45,63.3,134.4,60.6,144.4,83.79,2.78
06-01-2020 19:00,67.3,155.7,101.8,188.5,86.72,2.94
06-01-2020 19:15,67.3,155.7,95.3,188,92.7,3.17
06-01-2020 19:30,67.3,155.7,122.3,210.4,88.12,3.67
06-01-2020 19:45,81.5,180.3,118.7,205.3,86.59,3.62
06-01-2020 20:00,101.8,215.7,112.8,203.2,90.43,3.16
06-01-2020 20:15,101.8,215.7,78.1,165.7,87.58,3.59
06-01-2020 20:30,101.8,215.7,58.2,147.3,89.06,3.44
06-01-2020 20:45,110.9,218.9,58.1,148.7,90.63,3.22
06-01-2020 21:00,124.6,223.5,98.5,182.6,84.16,3.4
06-01-2020 21:15,124.6,223.5,156.3,236.6,80.29,3.27
06-01-2020 21:30,124.6,223.5,167.8,247.3,79.56,2.88
06-01-2020 21:45,125.2,234.2,185.9,264.3,78.37,2.46
06-01-2020 22:00,126.1,249.5,217.7,291.1,73.35,2.53
06-01-2020 22:15,126.1,249.5,139.3,213.9,74.55,2.32
06-01-2020 22:30,126.1,249.5,66.3,147.5,81.22,2.38
06-01-2020 22:45,125.4,248.7,20.6,93.4,72.8,4.88
06-01-2020 23:00,124.3,247.4,6.5,75.1,68.64,8.47
06-01-2020 23:15,124.3,247.4,5.3,68.5,63.21,15.88
06-01-2020 23:30,124.3,247.4,3.8,58.3,54.54,20.96
06-01-2020 23:45,118,231.7,4.1,56.3,52.18,19.76
07-01-2020 00:00,None,None,None,None,None,None
07-01-2020 00:15,108.6,209.2,3.4,53.9,50.51,18
07-01-2020 00:30,108.6,209.2,3.5,46.6,43.1,21.46
07-01-2020 00:45,104.5,196.3,3.6,43.4,39.82,20.26
07-01-2020 01:00,98.4,177.9,4.9,45.8,40.95,15.46
07-01-2020 01:15,98.4,177.9,4.9,44.1,39.21,16.92
07-01-2020 01:30,98.4,177.9,3.9,37.2,33.3,17.64
07-01-2020 01:45,98.7,175.3,4.7,45.1,40.39,7.84
07-01-2020 02:00,99.1,171.5,4.3,40.1,35.8,11.99
07-01-2020 02:15,99.1,171.5,3.7,34.5,30.82,27.14
07-01-2020 02:30,99.1,171.5,3.1,24.8,21.73,61.63
07-01-2020 02:45,96.5,173.5,2.2,23.9,21.72,50.03
07-01-2020 03:00,92.5,176.4,2.4,32.1,29.71,39.25
07-01-2020 03:15,92.5,176.4,2.2,28.4,26.25,49.18
07-01-2020 03:30,92.5,176.4,1.8,24.2,22.37,50.09
07-01-2020 03:45,92.6,171.9,2,21.4,19.43,57.87
07-01-2020 04:00,92.6,165.2,2,21.2,19.12,51.91
07-01-2020 04:15,92.6,165.2,2.1,24.6,22.49,35.67
07-01-2020 04:30,92.6,165.2,2.7,34.1,31.46,21.84
07-01-2020 04:45,93.6,163.7,1.9,34.5,32.55,18.98
07-01-2020 05:00,95.2,161.6,1.9,33.8,31.8,11.51
07-01-2020 05:15,95.2,161.6,2.6,38.7,36.14,7.67
07-01-2020 05:30,95.2,161.6,3.5,42.6,39.17,5.86
07-01-2020 05:45,94.2,160,8.4,45.2,36.87,2.62
07-01-2020 06:00,92.9,157.6,21.3,58,36.76,1.61
07-01-2020 06:15,92.9,157.6,28.6,62.9,34.32,1.56
07-01-2020 06:30,92.9,157.6,39.5,71.7,32.23,1.83
07-01-2020 06:45,91.2,165.5,44.4,75.8,31.42,2.05
07-01-2020 07:00,88.6,177.4,42.5,72.3,29.82,2.15
07-01-2020 07:15,88.6,177.4,52.6,83.2,30.58,2.52
07-01-2020 07:30,88.6,177.4,57.6,88.6,31.01,2.77
07-01-2020 07:45,90,180.2,45,78.2,33.2,2.96
07-01-2020 08:00,92.1,184.3,19.9,67,47.04,5.07
07-01-2020 08:15,92.1,184.3,13.2,58.8,45.65,9.6
07-01-2020 08:30,92.1,184.3,11.1,55.4,44.33,13.03
07-01-2020 08:45,96.6,194.1,10.5,55.9,45.38,18.88
07-01-2020 09:00,103.3,208,7.5,46.5,39.04,35.56
07-01-2020 09:15,103.3,208,5.5,38,32.57,44.77
07-01-2020 09:30,103.3,208,5.2,41.7,36.45,40.29
07-01-2020 09:45,109.7,210.3,5.7,45.7,39.95,43.25
07-01-2020 10:00,119.4,213.6,4.7,40.5,35.73,57.02
07-01-2020 10:15,119.4,213.6,4.2,31.9,27.68,70.98
07-01-2020 10:30,119.4,213.6,3.6,29.9,26.27,71.9
07-01-2020 10:45,112.7,210,3.5,30.4,26.92,86.23
07-01-2020 11:00,102.6,204.9,2.9,25.5,22.59,95.77
07-01-2020 11:15,102.6,204.9,2.9,25.8,22.88,91.49
07-01-2020 11:30,102.6,204.9,3.3,26.6,23.31,98.47
07-01-2020 11:45,103,199,2.5,21.9,19.39,106.49
07-01-2020 12:00,103.5,190.6,2.2,21.8,19.59,106.28
07-01-2020 12:15,103.5,190.6,2.6,21.2,18.65,110.8
07-01-2020 12:30,103.5,190.6,2.4,20.2,17.82,119.25
07-01-2020 12:45,101.4,179.1,2,21.1,19.06,120.19
07-01-2020 13:00,98.2,162.7,1.7,19.8,18.08,116.95
07-01-2020 13:15,98.2,162.7,2.3,19.7,17.41,119.83
07-01-2020 13:30,98.2,162.7,2.8,23.5,20.71,105.8
07-01-2020 13:45,98,164.6,2.5,22.6,20.09,105.66
07-01-2020 14:00,97.7,167.3,2.1,21.4,19.33,107.2
07-01-2020 14:15,97.7,167.3,1.8,21.1,19.25,109.31
07-01-2020 14:30,97.7,167.3,2.1,27.6,25.5,98.63
07-01-2020 14:45,96.3,168.7,2.5,35.3,32.8,98.91
07-01-2020 15:00,94.3,170.7,2.3,35,32.77,101.26
07-01-2020 15:15,94.3,170.7,2.8,40.3,37.56,90.65
07-01-2020 15:30,94.3,170.7,2.8,38.6,35.72,94.21
07-01-2020 15:45,90.9,171.3,2.8,36.7,33.94,98.01
07-01-2020 16:00,85.9,172.1,2.7,40.4,37.7,89.79
07-01-2020 16:15,85.9,172.1,3.2,40.6,37.46,80.1
07-01-2020 16:30,85.9,172.1,2.6,39.4,36.76,90.7
07-01-2020 16:45,88.3,166.8,2.1,37.5,35.42,84.01
07-01-2020 17:00,91.9,159.1,2.8,49.8,46.98,63.08
07-01-2020 17:15,91.9,159.1,4.4,73.6,69.23,None
07-01-2020 17:30,91.9,159.1,3.6,72.7,69.12,None
07-01-2020 17:45,94.2,168.5,5.8,87.2,81.35,9.41
07-01-2020 18:00,97.6,182,5.5,91.8,86.28,8.31
07-01-2020 18:15,97.6,182,9,99,89.96,4.79
07-01-2020 18:30,97.6,182,19,103.6,84.64,3.11
07-01-2020 18:45,100.5,187.2,23.4,108,84.52,2.42
07-01-2020 19:00,105,194.7,30.8,113.5,82.71,2.52
07-01-2020 19:15,105,194.7,25.3,105.4,80.05,2.2
07-01-2020 19:30,105,194.7,37.9,122,84.12,2.49
07-01-2020 19:45,107.6,205.1,63.2,142.8,79.62,2.48
07-01-2020 20:00,111.4,220.7,129.5,205.4,75.86,2.37
07-01-2020 20:15,111.4,220.7,151.7,220.2,68.58,2.53
07-01-2020 20:30,111.4,220.7,157.5,219.7,62.26,2.59
07-01-2020 20:45,118.6,238.7,149.4,218.9,69.47,2.82
07-01-2020 21:00,129.3,264.6,108.9,186.1,77.19,3.07
07-01-2020 21:15,129.3,264.6,61.3,146.8,85.51,3.2
07-01-2020 21:30,129.3,264.6,53.2,129.7,76.42,2.82
07-01-2020 21:45,139.5,276.4,68.6,143,74.38,2.5
07-01-2020 22:00,154.8,293.3,155.1,214.7,59.56,2.58
07-01-2020 22:15,154.8,293.3,134.2,191.8,57.57,None
07-01-2020 22:30,154.8,293.3,171.1,220.4,49.32,2.19
07-01-2020 22:45,157.3,305,157.6,203.1,45.52,1.87
07-01-2020 23:00,160.9,321.7,200.9,247.5,46.59,2.06
07-01-2020 23:15,160.9,321.7,228.3,269.7,41.43,2.16
07-01-2020 23:30,160.9,321.7,313.3,345.8,32.48,2.2
07-01-2020 23:45,163.9,323.4,262.5,288.5,25.98,1.94
08-01-2020 00:00,None,None,None,None,None,None
08-01-2020 00:15,168.4,325.7,431.1,461.7,30.67,2.18
08-01-2020 00:30,168.4,325.7,448.3,474.7,26.41,2.24
08-01-2020 00:45,175.8,337,452.4,476.6,24.25,2.07
08-01-2020 01:00,186.9,354,421.3,449,27.69,1.9
08-01-2020 01:15,186.9,354,367.1,399.1,31.97,2.1
08-01-2020 01:30,186.9,354,315,352.6,37.64,2.38
08-01-2020 01:45,190.4,365.1,294.8,332.1,37.34,2.32
08-01-2020 02:00,195.8,381.1,276,310.5,34.5,2.11
08-01-2020 02:15,195.8,381.1,303.9,326.4,22.55,1.94
08-01-2020 02:30,195.8,381.1,322,340.1,18.07,1.84
08-01-2020 02:45,194.6,359.8,335.1,346.8,11.69,1.72
08-01-2020 03:00,192.8,327.9,310.5,330.4,19.98,1.58
08-01-2020 03:15,192.8,327.9,274.8,296.2,21.43,1.84
08-01-2020 03:30,192.8,327.9,325.2,335.9,10.64,1.63
08-01-2020 03:45,189.2,331.3,326.2,331.6,5.41,1.39
08-01-2020 04:00,183.7,336.4,324.8,330.6,5.79,1.38
08-01-2020 04:15,183.7,336.4,328.9,333.5,4.59,1.55
08-01-2020 04:30,183.7,336.4,300.7,309.5,8.86,1.78
08-01-2020 04:45,185.8,337.4,276.6,285.5,8.86,1.63
08-01-2020 05:00,189,339,270.9,280.8,9.95,1.77
08-01-2020 05:15,189,339,272.3,283.2,10.88,1.75
08-01-2020 05:30,189,339,241.8,256.9,15.09,1.82
08-01-2020 05:45,186.4,328.7,218.9,234.2,15.33,1.62
08-01-2020 06:00,182.5,314,223.6,236,12.45,1.65
08-01-2020 06:15,182.5,314,215.8,226.7,10.91,1.56
08-01-2020 06:30,182.5,314,188.7,205.7,16.92,1.52
08-01-2020 06:45,177,310.7,155.1,177.2,22.14,1.77
08-01-2020 07:00,168.8,306,125.3,150.8,25.48,2.24
08-01-2020 07:15,168.8,306,151.8,167.9,16.07,2.23
08-01-2020 07:30,168.8,306,197.6,207.9,10.35,1.7
08-01-2020 07:45,168.2,301.1,183.3,201.6,18.28,2.42
08-01-2020 08:00,167.3,293.7,126,157.4,31.36,2.34
08-01-2020 08:15,167.3,293.7,85.4,133,47.61,3.18
08-01-2020 08:30,167.3,293.7,61.4,119.8,58.41,3.01
08-01-2020 08:45,166.8,294.8,20.2,81.5,61.33,10.96
08-01-2020 09:00,165.9,296.5,13.1,62.8,49.65,24.67
08-01-2020 09:15,165.9,296.5,11.2,50.4,39.17,43.04
08-01-2020 09:30,165.9,296.5,10.3,49.1,38.86,46.32
08-01-2020 09:45,154.4,274.9,9.5,47.3,37.88,57.11
08-01-2020 10:00,137.2,243.9,8.8,44.7,35.89,64.04
08-01-2020 10:15,137.2,243.9,7.9,40.1,32.2,68.68
08-01-2020 10:30,137.2,243.9,7.4,34.5,27.08,80.23
08-01-2020 10:45,128.4,230.9,6.1,27.9,21.78,87.03
08-01-2020 11:00,None,None,5.6,26.7,21.05,88.09
08-01-2020 11:15,None,None,None,None,None,96.39
08-01-2020 11:30,None,None,None,None,None,104.04
08-01-2020 11:45,None,None,None,None,None,106.07
08-01-2020 12:00,None,None,None,None,None,111.58
08-01-2020 12:15,None,None,7.1,None,None,None
08-01-2020 12:30,None,None,1.8,37.1,35.3,117.75
08-01-2020 12:45,None,None,2,33.3,31.33,128.08
08-01-2020 13:00,None,None,3,31.2,28.24,127.7
08-01-2020 13:15,60.8,168,2.4,28,25.51,121.8
08-01-2020 13:30,60.8,168,1.8,25.9,24.12,118.33
08-01-2020 13:45,60.8,168,2.3,24.8,22.6,118.06
08-01-2020 14:00,60.1,144.9,1.8,25.1,23.36,117.6
08-01-2020 14:15,60.1,141.4,1.7,23,21.27,117.38
08-01-2020 14:30,60.1,141.4,2.1,23.7,21.54,113.99
08-01-2020 14:45,60.1,141.4,2.4,23.6,21.24,114.96
08-01-2020 15:00,56.9,129.7,1.9,24.2,22.34,112.42
08-01-2020 15:15,56.5,128.1,1.8,24.3,22.48,111.54
08-01-2020 15:30,56.5,128.1,1.7,22.9,21.24,107.72
08-01-2020 15:45,56.5,128.1,1,22.8,21.8,103.66
08-01-2020 16:00,57.1,117.5,2.2,28.9,26.64,96.8
08-01-2020 16:15,57.2,116,2.6,32.7,30.12,92.8
08-01-2020 16:30,57.2,116,2.2,31.2,29.03,91.77
08-01-2020 16:45,57.2,116,2.6,38.9,36.28,74.02
08-01-2020 17:00,62.6,99,2.7,48.4,45.74,65.4
08-01-2020 17:15,63.3,96.6,2.7,53.4,50.72,64.46
08-01-2020 17:30,63.3,96.6,2.1,56.9,54.79,51.56
08-01-2020 17:45,63.3,96.6,2.5,62.4,59.9,41.4
08-01-2020 18:00,65,105.5,13.5,101.3,87.76,14.18
08-01-2020 18:15,65.3,106.8,31.6,134,102.4,5.05
08-01-2020 18:30,65.3,106.8,42.4,143.9,101.49,4.28
08-01-2020 18:45,65.3,106.8,45.3,147.2,101.81,3.91
08-01-2020 19:00,72.9,130.5,44.7,151.8,107.14,3.23
08-01-2020 19:15,73.9,133.8,115.7,217.3,101.56,3.83
08-01-2020 19:30,73.9,133.8,121.5,215.3,93.81,3.43
08-01-2020 19:45,73.9,133.8,113,209.4,96.33,3.2
08-01-2020 20:00,83.8,155.8,87.4,184.3,96.91,3.22
08-01-2020 20:15,85.1,158.9,65.7,167.9,102.16,2.85
08-01-2020 20:30,85.1,158.9,36.1,138.6,102.48,3.81
08-01-2020 20:45,85.1,158.9,16.4,113.4,97.05,6.54
08-01-2020 21:00,94.2,169.8,10.3,102.2,91.88,8.37
08-01-2020 21:15,None,None,None,None,None,None
08-01-2020 21:30,95.5,171.4,30.1,120.1,90.05,7.14
08-01-2020 21:45,95.5,171.4,18.5,109,90.44,3.4
08-01-2020 22:00,98.1,168.2,23.6,114.8,91.17,3.08
08-01-2020 22:15,98.4,167.7,61.6,151.2,89.57,3.04
08-01-2020 22:30,98.4,167.7,65.7,155.7,90.07,2.69
08-01-2020 22:45,98.4,167.7,107.7,189.9,82.25,2.58
08-01-2020 23:00,89.7,163.8,125.5,200.6,75.11,2.23
08-01-2020 23:15,88.5,163.3,95.4,179,83.56,1.85
08-01-2020 23:30,88.5,163.3,79.2,159.4,80.14,2.22
08-01-2020 23:45,88.5,163.3,61.5,145.2,83.75,2.48
09-01-2020 00:00,None,None,None,None,None,None
09-01-2020 00:15,92.9,182.6,59.8,135.3,75.57,2.48
09-01-2020 00:30,92.9,182.6,67.6,149.2,81.59,2.14
09-01-2020 00:45,92.9,182.6,115,207.1,92.04,2.71
09-01-2020 01:00,98.6,188.8,100.4,186.9,86.49,2.59
09-01-2020 01:15,99.4,189.7,106.1,179.5,73.4,2.68
09-01-2020 01:30,99.4,189.7,138.2,198.4,60.2,1.94
09-01-2020 01:45,99.4,189.7,124.2,184.6,60.43,1.86
09-01-2020 02:00,102.3,188.3,126.9,189.5,62.67,1.91
09-01-2020 02:15,102.6,188,144.8,205.9,61.11,1.57
09-01-2020 02:30,102.6,188,134.6,190.8,56.24,1.58
09-01-2020 02:45,102.6,188,115.2,172.3,57.06,1.62
09-01-2020 03:00,103.1,183.9,118.1,170.5,52.49,1.51
09-01-2020 03:15,103.2,183.3,92.2,149.1,56.88,1.69
09-01-2020 03:30,103.2,183.3,93.5,145,51.47,1.69
09-01-2020 03:45,103.2,183.3,119.8,170.3,50.54,1.5
09-01-2020 04:00,102.8,179.5,128.2,178.2,50.03,1.68
09-01-2020 04:15,102.8,179,119.5,169.3,49.77,1.8
09-01-2020 04:30,102.8,179,106.1,155.7,49.58,1.86
09-01-2020 04:45,102.8,179,99.7,152.1,52.36,2.1
09-01-2020 05:00,105.9,181,101.8,152.1,50.26,2.25
09-01-2020 05:15,106.4,181.3,95.7,146.4,50.79,2.43
09-01-2020 05:30,106.4,181.3,86.9,133.1,46.23,1.71
09-01-2020 05:45,106.4,181.3,81.1,123.6,42.5,1.83
09-01-2020 06:00,110.5,183.5,82.7,128,45.34,1.78
09-01-2020 06:15,111.1,183.8,143.9,192.9,49,1.65
09-01-2020 06:30,111.1,183.8,120,160.2,40.23,2.09
09-01-2020 06:45,111.1,183.8,123.3,161.3,38.03,1.74
09-01-2020 07:00,114.1,193.6,123.5,163,39.54,2.18
09-01-2020 07:15,114.5,195,136.7,173.6,36.9,2.72
09-01-2020 07:30,114.5,195,122.2,178.4,56.13,3.25
09-01-2020 07:45,114.5,195,83.1,154.5,71.37,1.81
09-01-2020 08:00,113.6,198,22.8,99,76.24,4.39
09-01-2020 08:15,113.5,198.5,24.8,103.7,78.93,4.17
09-01-2020 08:30,113.5,198.5,25,102.3,77.24,6.46
09-01-2020 08:45,113.5,198.5,13.6,79.3,65.68,13.69
09-01-2020 09:00,117.7,195.7,10.3,69.3,58.92,23.5
09-01-2020 09:15,118.2,195.4,8.4,61,52.57,39.06
09-01-2020 09:30,118.2,195.4,6,49.6,43.61,51.38
09-01-2020 09:45,118.2,195.4,5.5,47.6,42.11,48.25
09-01-2020 10:00,108.2,175.4,6.5,56.6,50.05,50.3
09-01-2020 10:15,106.8,172.7,6.2,55.6,49.36,54.14
09-01-2020 10:30,106.8,172.7,5.4,49.9,44.46,57.25
09-01-2020 10:45,106.8,172.7,6.8,57.1,50.21,56.9
09-01-2020 11:00,92.4,151.3,8,64.3,56.3,57.62
09-01-2020 11:15,90.4,148.3,7,64.2,57.22,62.98
09-01-2020 11:30,90.4,148.3,6,58,51.95,68.88
09-01-2020 11:45,90.4,148.3,4.5,55.8,51.29,68.56
09-01-2020 12:00,72.7,143.8,3.4,52.3,48.85,74.11
09-01-2020 12:15,70.2,143.1,3.2,47.6,44.43,74.05
09-01-2020 12:30,70.2,143.1,3.8,47.9,44.08,77.51
09-01-2020 12:45,70.2,143.1,3.2,49.3,46.14,84.46
09-01-2020 13:00,68.6,136.8,2.7,48.2,45.48,90.51
09-01-2020 13:15,68.4,135.9,3.3,53,49.74,80.74
09-01-2020 13:30,68.4,135.9,2.8,59.9,57.13,72.28
09-01-2020 13:45,68.4,135.9,3,62.3,59.27,61.42
09-01-2020 14:00,68.7,130.2,2.9,66.1,63.19,58.22
09-01-2020 14:15,68.8,129.4,3.5,63.3,59.78,43.18
09-01-2020 14:30,68.8,129.4,23.4,120.4,96.95,11.16
09-01-2020 14:45,68.8,129.4,9.5,95.4,85.92,19.84
09-01-2020 15:00,76.6,137.7,52.8,157.4,104.61,6.58
09-01-2020 15:15,77.7,138.8,30.9,141.4,110.49,3.02
09-01-2020 15:30,77.7,138.8,34.3,140.4,106.05,4.88
09-01-2020 15:45,77.7,138.8,27.3,128.9,101.57,10.33
09-01-2020 16:00,75.9,140.1,5.7,75.4,69.72,36
09-01-2020 16:15,75.7,140.3,7.2,87.5,80.33,30.69
