From Date,To Date,PM2.5,PM10,NO,NO2,NOx,Ozone
04-12-2020 23:45,05-12-2020 00:00,None,None,None,None,None,None
05-12-2020 00:00,05-12-2020 00:15,100.7,181.8,18.5,43.7,62.2,5.52
05-12-2020 00:15,05-12-2020 00:30,100.7,181.8,19.2,45,64.2,5.37
05-12-2020 00:30,05-12-2020 00:45,99.2,171.5,19.3,47.4,66.8,5.48
05-12-2020 00:45,05-12-2020 01:00,98.7,168.4,20.7,48.2,69,5.85
05-12-2020 01:00,05-12-2020 01:15,98.7,168.4,24.2,49.1,73.3,5.61
05-12-2020 01:15,05-12-2020 01:30,98.7,168.4,29.3,49.4,78.7,5.46
05-12-2020 01:30,05-12-2020 01:45,97.8,172.1,33.4,49.8,83.3,5.51
05-12-2020 01:45,05-12-2020 02:00,97.5,173.3,37.3,48.4,85.6,5.41
05-12-2020 02:00,05-12-2020 02:15,97.5,173.3,33.2,42.8,76,5.49
05-12-2020 02:15,05-12-2020 02:30,97.5,173.3,32.3,48.4,80.7,4.99
05-12-2020 02:30,05-12-2020 02:45,102.9,175.6,30.6,40.5,71.1,6.12
05-12-2020 02:45,05-12-2020 03:00,104.5,176.3,29.8,39,68.8,5.83
05-12-2020 03:00,05-12-2020 03:15,104.5,176.3,29,38.9,67.9,5.65
05-12-2020 03:15,05-12-2020 03:30,104.5,176.3,27.8,39.8,67.6,5.41
05-12-2020 03:30,05-12-2020 03:45,106.8,176.2,26.8,40.4,67.1,5.27
05-12-2020 03:45,05-12-2020 04:00,107.5,176.2,25.7,39.6,65.3,5.55
05-12-2020 04:00,05-12-2020 04:15,107.5,176.2,24.5,39.7,64.2,5.44
05-12-2020 04:15,05-12-2020 04:30,107.5,176.2,23.7,40,63.7,5.15
05-12-2020 04:30,05-12-2020 04:45,106.5,174.7,23.5,43.6,67.1,5.4
05-12-2020 04:45,05-12-2020 05:00,106.2,174.2,25.2,45.1,70.3,5.1
05-12-2020 05:00,05-12-2020 05:15,106.2,174.2,27.2,44.4,71.6,5.24
05-12-2020 05:15,05-12-2020 05:30,106.2,174.2,30.6,45.1,75.7,4.94
05-12-2020 05:30,05-12-2020 05:45,113.7,196.2,37.8,46.4,84.1,4.85
05-12-2020 05:45,05-12-2020 06:00,115.9,202.9,45.6,45.5,91.1,5.2
05-12-2020 06:00,05-12-2020 06:15,115.9,202.9,52.2,35.1,87.4,5.04
05-12-2020 06:15,05-12-2020 06:30,115.9,202.9,60.6,40.9,101.5,5.14
05-12-2020 06:30,05-12-2020 06:45,121.7,208.4,69.3,41.2,110.4,5.29
05-12-2020 06:45,05-12-2020 07:00,123.4,210.1,72.4,38.2,110.6,5.34
05-12-2020 07:00,05-12-2020 07:15,123.4,210.1,71.9,35.2,107.1,5.11
05-12-2020 07:15,05-12-2020 07:30,123.4,210.1,71.1,35.3,106.4,5.11
05-12-2020 07:30,05-12-2020 07:45,142.3,226.1,69.5,34.8,104.3,5.04
05-12-2020 07:45,05-12-2020 08:00,148,231,66.7,34.8,101.4,5.18
05-12-2020 08:00,05-12-2020 08:15,148,231,64.3,34.9,99.2,5.37
05-12-2020 08:15,05-12-2020 08:30,148,231,60,37.7,97.7,5.78
05-12-2020 08:30,05-12-2020 08:45,148.1,253.6,54.2,42.5,96.7,6.54
05-12-2020 08:45,05-12-2020 09:00,148.1,260.5,53.1,43.6,96.7,5.49
05-12-2020 09:00,05-12-2020 09:15,148.1,260.5,45.8,47.4,93.2,6.29
05-12-2020 09:15,05-12-2020 09:30,148.1,260.5,36.2,55.2,91.4,7.72
05-12-2020 09:30,05-12-2020 09:45,142.3,262.4,29.2,58.9,88,8.29
05-12-2020 09:45,05-12-2020 10:00,140.5,262.9,23.1,62,85.1,7.36
05-12-2020 10:00,05-12-2020 10:15,140.5,262.9,19,58,77,9.74
05-12-2020 10:15,05-12-2020 10:30,140.5,262.9,16.1,63.8,79.9,11.86
05-12-2020 10:30,05-12-2020 10:45,136.5,248.7,13,64.6,77.6,10.92
05-12-2020 10:45,05-12-2020 11:00,135.3,244.3,11.3,62.5,73.8,15.57
05-12-2020 11:00,05-12-2020 11:15,135.3,244.3,10.3,59.5,69.8,13.82
05-12-2020 11:15,05-12-2020 11:30,135.3,244.3,10.1,54.7,64.9,16.4
05-12-2020 11:30,05-12-2020 11:45,131.2,224.1,10.1,52.4,62.4,21.86
05-12-2020 11:45,05-12-2020 12:00,129.9,218,9.5,51.3,60.8,12.79
05-12-2020 12:00,05-12-2020 12:15,129.9,218,9.5,49.9,59.4,16.61
05-12-2020 12:15,05-12-2020 12:30,129.9,218,9.2,48.9,58.2,18.81
05-12-2020 12:30,05-12-2020 12:45,121.6,210.6,8.8,None,54.8,36.85
05-12-2020 12:45,05-12-2020 13:00,119.1,208.3,8.4,44.3,52.6,17.71
05-12-2020 13:00,05-12-2020 13:15,119.1,208.3,8.5,43.3,51.8,26.96
05-12-2020 13:15,05-12-2020 13:30,119.1,208.3,8.3,42.1,50.4,47.45
05-12-2020 13:30,05-12-2020 13:45,110.7,197.7,8.2,42.7,50.9,28.85
05-12-2020 13:45,05-12-2020 14:00,108.1,194.5,8,44,51.9,48.76
05-12-2020 14:00,05-12-2020 14:15,108.1,194.5,9.4,38.4,47.9,45.33
05-12-2020 14:15,05-12-2020 14:30,108.1,194.5,10,44,53.9,43.32
05-12-2020 14:30,05-12-2020 14:45,102.5,180.5,10.1,44.7,54.8,66.28
05-12-2020 14:45,05-12-2020 15:00,100.7,176.2,9.9,43.8,53.7,41.1
05-12-2020 15:00,05-12-2020 15:15,100.7,176.2,10,44.5,54.5,59.33
05-12-2020 15:15,05-12-2020 15:30,100.7,176.2,9.8,41.4,51.1,57.29
05-12-2020 15:30,05-12-2020 15:45,97.7,172.3,9.6,40,49.6,42.11
05-12-2020 15:45,05-12-2020 16:00,96.8,171.1,9.6,42.1,51.7,49.86
05-12-2020 16:00,05-12-2020 16:15,96.8,171.1,9.6,42.3,51.9,30.59
05-12-2020 16:15,05-12-2020 16:30,96.8,171.1,9.7,44.8,54.5,34.47
05-12-2020 16:30,05-12-2020 16:45,95.3,168,9.8,45.7,55.6,19.77
05-12-2020 16:45,05-12-2020 17:00,94.9,167,9.8,46.5,56.4,25.14
05-12-2020 17:00,05-12-2020 17:15,94.9,167,9.8,45.8,55.6,18.17
05-12-2020 17:15,05-12-2020 17:30,94.9,167,10.4,45.1,55.5,7.5
05-12-2020 17:30,05-12-2020 17:45,97.4,169.4,10.7,49.7,60.4,16.19
05-12-2020 17:45,05-12-2020 18:00,98.2,170.1,10.8,52.3,63.2,12.22
05-12-2020 18:00,05-12-2020 18:15,98.2,170.1,9.2,57.5,66.8,14.03
05-12-2020 18:15,05-12-2020 18:30,98.2,170.1,10,53.3,63.4,15.27
05-12-2020 18:30,05-12-2020 18:45,98,167.4,10.2,52,62.2,11.18
05-12-2020 18:45,05-12-2020 19:00,98,166.5,10.1,54.3,64.3,10
05-12-2020 19:00,05-12-2020 19:15,98,166.5,10.4,53.8,64.2,12.21
05-12-2020 19:15,05-12-2020 19:30,98,166.5,10.4,52.3,62.7,9.58
05-12-2020 19:30,05-12-2020 19:45,102.1,177.7,10.4,53.1,63.5,8.73
05-12-2020 19:45,05-12-2020 20:00,103.3,180.9,10.4,50.2,60.6,15.29
05-12-2020 20:00,05-12-2020 20:15,103.3,180.9,10.8,49.3,60,14.14
05-12-2020 20:15,05-12-2020 20:30,103.3,180.9,11.2,48.9,60.1,9
05-12-2020 20:30,05-12-2020 20:45,94.5,175.2,11.7,49.4,61.1,11.13
05-12-2020 20:45,05-12-2020 21:00,91.9,173.4,12.3,47.9,60.2,10.33
05-12-2020 21:00,05-12-2020 21:15,91.9,173.4,12.3,47.3,59.5,16.28
05-12-2020 21:15,05-12-2020 21:30,91.9,173.4,12.1,46.5,58.6,9.73
05-12-2020 21:30,05-12-2020 21:45,87,167.4,12.7,45.3,57.9,7
05-12-2020 21:45,05-12-2020 22:00,85.6,165.6,13.2,47,60.1,7.53
05-12-2020 22:00,05-12-2020 22:15,85.6,165.6,10.3,44.2,54.6,6.97
05-12-2020 22:15,05-12-2020 22:30,85.6,165.6,11.1,47.9,59,7.39
05-12-2020 22:30,05-12-2020 22:45,87.9,163.9,11.3,49.5,60.8,6.79
05-12-2020 22:45,05-12-2020 23:00,88.7,163.3,11.3,50.3,61.5,7.25
05-12-2020 23:00,05-12-2020 23:15,88.7,163.3,11.4,52,63.4,6.5
05-12-2020 23:15,05-12-2020 23:30,88.7,163.3,14.7,53.3,67.9,5.19
05-12-2020 23:30,05-12-2020 23:45,90.1,161.6,20.8,54.1,74.9,5.9
05-12-2020 23:45,06-12-2020 00:00,None,None,None,None,None,None
06-12-2020 00:00,06-12-2020 00:15,90.5,161.1,29,52.9,81.8,5.44
06-12-2020 00:15,06-12-2020 00:30,90.5,161.1,30.9,51.1,82,5.44
06-12-2020 00:30,06-12-2020 00:45,88.3,165.4,33.5,50.5,83.9,5.5
06-12-2020 00:45,06-12-2020 01:00,87.7,166.8,34.9,47.6,82.5,5.57
06-12-2020 01:00,06-12-2020 01:15,87.7,166.8,35.9,45.1,81,5.43
06-12-2020 01:15,06-12-2020 01:30,87.7,166.8,37.7,43.3,81,5.73
06-12-2020 01:30,06-12-2020 01:45,91.2,172,38.7,43,81.8,5.54
06-12-2020 01:45,06-12-2020 02:00,92.2,173.6,38.7,41.8,80.5,5.52
06-12-2020 02:00,06-12-2020 02:15,92.2,173.6,34.5,38,72.6,5.45
06-12-2020 02:15,06-12-2020 02:30,92.2,173.6,34.1,43.3,77.4,5.51
06-12-2020 02:30,06-12-2020 02:45,89.4,163.8,34.1,47.7,81.8,5.26
06-12-2020 02:45,06-12-2020 03:00,88.5,160.9,36.8,46.9,83.7,5.36
06-12-2020 03:00,06-12-2020 03:15,88.5,160.9,39.1,47.2,86.3,5.6
06-12-2020 03:15,06-12-2020 03:30,88.5,160.9,41.9,48,89.8,5.87
06-12-2020 03:30,06-12-2020 03:45,98.9,163.3,43,49.7,92.7,5.82
06-12-2020 03:45,06-12-2020 04:00,102.1,164.1,43.1,49.1,92.2,5.73
06-12-2020 04:00,06-12-2020 04:15,102.1,164.1,42.8,48.8,91.6,5.29
06-12-2020 04:15,06-12-2020 04:30,102.1,164.1,40.5,46.5,87,5.43
06-12-2020 04:30,06-12-2020 04:45,96.7,159,39.6,44.3,84,5.51
06-12-2020 04:45,06-12-2020 05:00,95.1,157.5,39.9,43,82.9,5.67
06-12-2020 05:00,06-12-2020 05:15,95.1,157.5,41.1,41.6,82.6,5.54
06-12-2020 05:15,06-12-2020 05:30,95.1,157.5,41.9,41.9,83.7,5.48
06-12-2020 05:30,06-12-2020 05:45,99.4,163.6,43.8,41.9,85.7,5.36
06-12-2020 05:45,06-12-2020 06:00,100.7,165.5,46.9,39.8,86.8,5.27
06-12-2020 06:00,06-12-2020 06:15,100.7,165.5,47.9,30.2,78.1,5.34
06-12-2020 06:15,06-12-2020 06:30,100.7,165.5,48.5,36.9,85.5,5.55
06-12-2020 06:30,06-12-2020 06:45,104.9,181.5,47.5,44.9,92.4,5.26
06-12-2020 06:45,06-12-2020 07:00,106.2,186.4,48.1,46,94.1,5.79
06-12-2020 07:00,06-12-2020 07:15,106.2,186.4,46.5,46.9,93.5,5.61
06-12-2020 07:15,06-12-2020 07:30,106.2,186.4,42.9,49.1,92,5.82
06-12-2020 07:30,06-12-2020 07:45,122.9,190,39.1,53.7,92.7,5.56
06-12-2020 07:45,06-12-2020 08:00,128,191.1,36,55.3,91.3,5.61
06-12-2020 08:00,06-12-2020 08:15,128,191.1,31.9,58.4,90.3,6.15
06-12-2020 08:15,06-12-2020 08:30,128,191.1,27.5,60.8,88.4,6.44
06-12-2020 08:30,06-12-2020 08:45,122.1,191.2,22.4,58.5,80.9,10.37
06-12-2020 08:45,06-12-2020 09:00,120.3,191.2,19.5,56.9,76.5,13.83
06-12-2020 09:00,06-12-2020 09:15,120.3,191.2,18.8,55.2,74,13.39
06-12-2020 09:15,06-12-2020 09:30,120.3,191.2,18.5,55.6,74.1,10.41
06-12-2020 09:30,06-12-2020 09:45,122.6,194.4,17.6,56.8,74.3,14.58
06-12-2020 09:45,06-12-2020 10:00,123.4,195.4,16.9,54.3,71.2,9.01
06-12-2020 10:00,06-12-2020 10:15,123.4,195.4,17.3,47.1,64.5,8.44
06-12-2020 10:15,06-12-2020 10:30,123.4,195.4,16.5,52.1,68.6,15.12
06-12-2020 10:30,06-12-2020 10:45,118,205.8,15.9,59.5,75.4,8.13
06-12-2020 10:45,06-12-2020 11:00,116.4,209,14.2,61.3,75.5,10.2
06-12-2020 11:00,06-12-2020 11:15,116.4,209,11.7,60.1,71.8,11.84
06-12-2020 11:15,06-12-2020 11:30,116.4,209,10.3,57.8,68.1,13.61
06-12-2020 11:30,06-12-2020 11:45,117.6,207.2,9.7,55.7,65.4,15.94
06-12-2020 11:45,06-12-2020 12:00,118,206.6,9.5,53.6,63.1,15.16
06-12-2020 12:00,06-12-2020 12:15,118,206.6,9.4,53.4,62.8,21.69
06-12-2020 12:15,06-12-2020 12:30,118,206.6,10,52.6,62.5,18.99
06-12-2020 12:30,06-12-2020 12:45,120.3,188.9,10.2,53.2,63.4,28.08
06-12-2020 12:45,06-12-2020 13:00,121,183.5,9.6,51,60.7,19.12
06-12-2020 13:00,06-12-2020 13:15,121,183.5,9.6,48.8,58.4,32.58
06-12-2020 13:15,06-12-2020 13:30,121,183.5,9.8,49,58.8,41.18
06-12-2020 13:30,06-12-2020 13:45,115.9,188.1,9.8,47.4,57.2,53.51
06-12-2020 13:45,06-12-2020 14:00,114.3,189.5,9.4,46.5,55.8,40.4
06-12-2020 14:00,06-12-2020 14:15,114.3,189.5,8.9,36.3,45.3,52.03
06-12-2020 14:15,06-12-2020 14:30,114.3,189.5,10.2,43.1,53.3,55.32
06-12-2020 14:30,06-12-2020 14:45,108.9,179.8,10,43.2,53.2,43.12
06-12-2020 14:45,06-12-2020 15:00,107.2,176.8,10.3,44.1,54.4,50.2
06-12-2020 15:00,06-12-2020 15:15,107.2,176.8,10.2,42.4,52.6,42.99
06-12-2020 15:15,06-12-2020 15:30,107.2,176.8,10,43.1,53.1,39.99
06-12-2020 15:30,06-12-2020 15:45,107.4,169.1,9.8,44.8,54.6,49.68
06-12-2020 15:45,06-12-2020 16:00,107.5,166.8,9.7,45.1,54.7,39.13
06-12-2020 16:00,06-12-2020 16:15,107.5,166.8,9.6,45.4,55.1,30.15
06-12-2020 16:15,06-12-2020 16:30,107.5,166.8,9.9,47,56.9,31.86
06-12-2020 16:30,06-12-2020 16:45,104.1,168.5,9.9,49.3,59.2,22.76
06-12-2020 16:45,06-12-2020 17:00,103,169,11.8,58.1,69.9,8.73
06-12-2020 17:00,06-12-2020 17:15,103,169,18.2,62.2,80.4,6.03
06-12-2020 17:15,06-12-2020 17:30,103,169,31.6,64.4,96.1,5.75
06-12-2020 17:30,06-12-2020 17:45,107.2,191.9,38.2,64.4,102.6,8.77
06-12-2020 17:45,06-12-2020 18:00,108.5,198.9,22,55.9,77.9,12.19
06-12-2020 18:00,06-12-2020 18:15,108.5,198.9,16.5,45.4,61.9,21.16
06-12-2020 18:15,06-12-2020 18:30,108.5,198.9,15.6,48.8,64.4,14.06
06-12-2020 18:30,06-12-2020 18:45,108.8,202,15.2,48,63.2,16.76
06-12-2020 18:45,06-12-2020 19:00,108.8,202.9,14.5,46.3,60.8,17
06-12-2020 19:00,06-12-2020 19:15,108.8,202.9,14,45.1,59.1,17.22
06-12-2020 19:15,06-12-2020 19:30,108.8,202.9,13.8,47.7,61.5,15.11
06-12-2020 19:30,06-12-2020 19:45,104.3,193,12,48.4,60.4,10.25
06-12-2020 19:45,06-12-2020 20:00,103,190,10.7,48.5,59.2,13.98
06-12-2020 20:00,06-12-2020 20:15,103,190,9.9,49.2,59.1,10.96
06-12-2020 20:15,06-12-2020 20:30,103,190,9.5,49.2,58.7,10.37
06-12-2020 20:30,06-12-2020 20:45,103.9,183.5,9.7,51,60.7,9.12
06-12-2020 20:45,06-12-2020 21:00,104.1,181.5,9.9,50.1,60,10.22
06-12-2020 21:00,06-12-2020 21:15,104.1,181.5,9.8,50.3,60.1,9.13
06-12-2020 21:15,06-12-2020 21:30,104.1,181.5,9.8,50.7,60.6,8.87
06-12-2020 21:30,06-12-2020 21:45,98,172,9.7,49.3,58.9,7.47
06-12-2020 21:45,06-12-2020 22:00,96.2,169.1,10.2,48.1,58.3,7.15
06-12-2020 22:00,06-12-2020 22:15,96.2,169.1,10.2,42.1,52.4,9.44
06-12-2020 22:15,06-12-2020 22:30,96.2,169.1,11.1,46.1,57.3,8.72
06-12-2020 22:30,06-12-2020 22:45,94.7,163.1,11.6,46.9,58.5,8.37
06-12-2020 22:45,06-12-2020 23:00,94.2,161.3,11.6,46.7,58.3,6.78
06-12-2020 23:00,06-12-2020 23:15,94.2,161.3,11.8,45.2,57.1,7.19
06-12-2020 23:15,06-12-2020 23:30,94.2,161.3,12.1,44.3,56.4,6.21
06-12-2020 23:30,06-12-2020 23:45,92.9,153,12.5,44,56.4,5.48
06-12-2020 23:45,07-12-2020 00:00,None,None,None,None,None,None
07-12-2020 00:00,07-12-2020 00:15,92.5,150.6,11.5,47.6,59.1,7.42
07-12-2020 00:15,07-12-2020 00:30,92.5,150.6,11.1,47.4,58.5,7.27
07-12-2020 00:30,07-12-2020 00:45,86.1,149,11.1,47.9,58.9,6.75
07-12-2020 00:45,07-12-2020 01:00,84.2,148.6,11.1,47.9,59,7.47
07-12-2020 01:00,07-12-2020 01:15,84.2,148.6,11.2,48.5,59.8,6.67
07-12-2020 01:15,07-12-2020 01:30,84.2,148.6,11.5,48.7,60.2,6.39
07-12-2020 01:30,07-12-2020 01:45,83.1,148.2,11.9,49.9,61.8,6.25
07-12-2020 01:45,07-12-2020 02:00,82.7,148.1,11.3,42.7,54,8.99
07-12-2020 02:00,07-12-2020 02:15,82.7,148.1,9.7,35.8,45.5,7.36
07-12-2020 02:15,07-12-2020 02:30,82.7,148.1,11.3,41.2,52.5,7.21
07-12-2020 02:30,07-12-2020 02:45,82.8,138.7,12,43,55,6.82
07-12-2020 02:45,07-12-2020 03:00,82.8,135.8,12.3,42.7,55.1,5.94
07-12-2020 03:00,07-12-2020 03:15,82.8,135.8,12.5,41.9,54.4,5.48
07-12-2020 03:15,07-12-2020 03:30,82.8,135.8,12.5,41.2,53.7,5.58
07-12-2020 03:30,07-12-2020 03:45,70.4,125.5,12.5,40.7,53.2,6.04
07-12-2020 03:45,07-12-2020 04:00,66.6,122.3,12.4,41.1,53.6,6.38
07-12-2020 04:00,07-12-2020 04:15,66.6,122.3,12.4,44.7,57.1,5.78
07-12-2020 04:15,07-12-2020 04:30,66.6,122.3,11.9,42.9,54.9,5.93
07-12-2020 04:30,07-12-2020 04:45,81.2,120.1,11.8,44.9,56.8,6.2
07-12-2020 04:45,07-12-2020 05:00,85.7,119.4,11.5,45.3,56.8,6
07-12-2020 05:00,07-12-2020 05:15,85.7,119.4,11,44.2,55.2,5.73
07-12-2020 05:15,07-12-2020 05:30,85.7,119.4,11,44.8,55.7,6.06
07-12-2020 05:30,07-12-2020 05:45,86.7,118.8,11.7,47.4,59.1,5.81
07-12-2020 05:45,07-12-2020 06:00,87.1,118.6,11.6,46.9,58.4,6.01
07-12-2020 06:00,07-12-2020 06:15,87.1,118.6,11,33.6,44.7,6.89
07-12-2020 06:15,07-12-2020 06:30,87.1,118.6,11.6,39.8,51.3,6.38
07-12-2020 06:30,07-12-2020 06:45,87.5,117.4,12.3,41.7,54.1,5.83
07-12-2020 06:45,07-12-2020 07:00,87.6,117.1,12.9,41.6,54.5,5.52
07-12-2020 07:00,07-12-2020 07:15,87.6,117.1,13.6,41.9,55.5,5.59
07-12-2020 07:15,07-12-2020 07:30,87.6,117.1,14,41.5,55.6,5.74
07-12-2020 07:30,07-12-2020 07:45,90.1,128.1,14.3,42,56.3,5.62
07-12-2020 07:45,07-12-2020 08:00,90.8,131.5,14.2,41.4,55.7,6.13
07-12-2020 08:00,07-12-2020 08:15,90.8,131.5,14.7,42.9,57.6,5.83
07-12-2020 08:15,07-12-2020 08:30,90.8,131.5,14.2,44.7,58.9,8.65
07-12-2020 08:30,07-12-2020 08:45,93.6,127.4,13.2,47.7,60.9,8.9
07-12-2020 08:45,07-12-2020 09:00,94.4,126.2,12.5,46.2,58.7,10.44
07-12-2020 09:00,07-12-2020 09:15,94.4,126.2,11.8,46.3,58.1,10.42
07-12-2020 09:15,07-12-2020 09:30,94.4,126.2,11.7,47.2,58.9,10
07-12-2020 09:30,07-12-2020 09:45,93.3,136,11.8,48.8,60.6,11.92
07-12-2020 09:45,07-12-2020 10:00,93,139,11.9,48.5,60.4,15.07
07-12-2020 10:00,07-12-2020 10:15,93,139,10.2,44.3,54.5,14.52
07-12-2020 10:15,07-12-2020 10:30,93,139,11.1,47.2,58.2,13.25
07-12-2020 10:30,07-12-2020 10:45,87.3,138.2,11.3,47.5,58.8,13.03
07-12-2020 10:45,07-12-2020 11:00,85.5,138,11.9,47.7,59.6,10.81
07-12-2020 11:00,07-12-2020 11:15,85.5,138,12.1,47.5,59.6,12.65
07-12-2020 11:15,07-12-2020 11:30,85.5,138,12.3,47.7,60,12.88
07-12-2020 11:30,07-12-2020 11:45,85.9,138.7,11.7,48,59.7,14.44
07-12-2020 11:45,07-12-2020 12:00,None,None,11.4,47.2,58.6,21.32
07-12-2020 12:00,07-12-2020 12:15,None,None,11.1,49.7,60.8,None
07-12-2020 12:15,07-12-2020 12:30,None,None,10.7,48.4,59.1,None
07-12-2020 12:30,07-12-2020 12:45,None,None,10.7,45.9,56.6,None
07-12-2020 12:45,07-12-2020 13:00,None,None,None,None,None,None
07-12-2020 13:00,07-12-2020 13:15,None,None,None,None,None,6.28
07-12-2020 13:15,07-12-2020 13:30,None,None,None,None,None,32.17
07-12-2020 13:30,07-12-2020 13:45,None,None,None,None,None,67.12
07-12-2020 13:45,07-12-2020 14:00,None,None,None,None,None,42.14
07-12-2020 14:00,07-12-2020 14:15,61.1,102,28.3,85.4,113.7,106.7
07-12-2020 14:15,07-12-2020 14:30,61.1,102,None,None,None,116.48
07-12-2020 14:30,07-12-2020 14:45,59.4,110.8,None,None,None,94.49
07-12-2020 14:45,07-12-2020 15:00,58.4,115.9,None,None,None,58.99
07-12-2020 15:00,07-12-2020 15:15,58.4,115.9,None,None,None,73.96
07-12-2020 15:15,07-12-2020 15:30,58.4,115.9,None,None,None,75.3
07-12-2020 15:30,07-12-2020 15:45,58.2,116.9,None,None,None,57.08
07-12-2020 15:45,07-12-2020 16:00,58.1,117.5,10.8,32.4,43.2,49.49
07-12-2020 16:00,07-12-2020 16:15,58.1,117.5,13.3,54.9,68.2,37.63
07-12-2020 16:15,07-12-2020 16:30,58.1,117.5,15.1,63.4,78.5,18.68
07-12-2020 16:30,07-12-2020 16:45,63.4,120.9,38.9,80.2,119,6.06
07-12-2020 16:45,07-12-2020 17:00,66.5,122.8,203,100,302.9,6.99
07-12-2020 17:00,07-12-2020 17:15,66.5,122.8,232,96.3,326.9,6.8
07-12-2020 17:15,07-12-2020 17:30,66.5,122.8,275,89.4,364.4,6.88
07-12-2020 17:30,07-12-2020 17:45,77.8,260.6,374.7,79.9,454.5,7.03
07-12-2020 17:45,07-12-2020 18:00,84.4,336.6,409,79.9,488.9,7.95
07-12-2020 18:00,07-12-2020 18:15,84.4,336.6,422,67.6,489.8,7.99
07-12-2020 18:15,07-12-2020 18:30,84.4,336.6,425.6,66,491.6,6.31
07-12-2020 18:30,07-12-2020 18:45,106.3,358.2,413,55.9,469,5.91
07-12-2020 18:45,07-12-2020 19:00,118.5,370.7,417.9,44.6,462.6,6.28
07-12-2020 19:00,07-12-2020 19:15,118.5,370.7,418.7,32.9,451.6,6.05
07-12-2020 19:15,07-12-2020 19:30,118.5,370.7,424.2,25.4,449.6,5.67
07-12-2020 19:30,07-12-2020 19:45,None,None,None,None,None,None
07-12-2020 19:45,07-12-2020 20:00,146.7,392.5,440.6,13.4,454.1,5.71
07-12-2020 20:00,07-12-2020 20:15,146.7,392.5,418.9,11.2,430.1,5.78
07-12-2020 20:15,07-12-2020 20:30,146.7,392.5,402.1,8,410.1,5.72
07-12-2020 20:30,07-12-2020 20:45,156.5,383.6,389.1,5.8,394.7,5.21
07-12-2020 20:45,07-12-2020 21:00,162.2,378.5,378,4.8,382.3,5.13
07-12-2020 21:00,07-12-2020 21:15,162.2,378.5,382,0.8,381.7,5.1
07-12-2020 21:15,07-12-2020 21:30,162.2,378.5,371.8,0.3,366.9,5.66
07-12-2020 21:30,07-12-2020 21:45,161.4,378.7,364.7,22.2,386.9,5.88
07-12-2020 21:45,07-12-2020 22:00,161,378.8,351,30.5,381.5,6.3
07-12-2020 22:00,07-12-2020 22:15,161,378.8,339.6,28.3,367.5,5.86
07-12-2020 22:15,07-12-2020 22:30,161,378.8,334.7,33.1,367.8,5.81
07-12-2020 22:30,07-12-2020 22:45,168.8,331.1,313.7,43.2,356.9,5.37
07-12-2020 22:45,07-12-2020 23:00,173.3,303.4,315.3,41.3,356.6,5.56
07-12-2020 23:00,07-12-2020 23:15,173.3,303.4,316.1,41,357.1,5.82
07-12-2020 23:15,07-12-2020 23:30,173.3,303.4,304.8,39.6,344.4,5.87
07-12-2020 23:30,07-12-2020 23:45,166.5,280.3,292.5,39.1,331.6,5.72
07-12-2020 23:45,08-12-2020 00:00,None,None,None,None,None,None
08-12-2020 00:00,08-12-2020 00:15,162.6,266.8,271,36.6,307.5,5.73
08-12-2020 00:15,08-12-2020 00:30,162.6,266.8,259.2,34.4,293.7,5.84
08-12-2020 00:30,08-12-2020 00:45,152.5,237.5,239.2,39.1,278.2,5.47
08-12-2020 00:45,08-12-2020 01:00,146.6,220.5,225.9,38,263.9,5.3
08-12-2020 01:00,08-12-2020 01:15,146.6,220.5,218.1,35.5,253.6,5.5
08-12-2020 01:15,08-12-2020 01:30,146.6,220.5,205.7,38.8,244.6,5.44
08-12-2020 01:30,08-12-2020 01:45,143.5,211.7,170.6,46.2,216.8,5.65
08-12-2020 01:45,08-12-2020 02:00,141.7,206.6,156.1,48,204.2,5.59
08-12-2020 02:00,08-12-2020 02:15,141.7,206.6,162.2,34.9,197.1,5.48
08-12-2020 02:15,08-12-2020 02:30,141.7,206.6,149.2,45.9,195.1,5.54
08-12-2020 02:30,08-12-2020 02:45,135.2,221.2,133.6,50.6,184.2,5.44
08-12-2020 02:45,08-12-2020 03:00,131.5,229.7,118.6,53.8,172.4,6
08-12-2020 03:00,08-12-2020 03:15,131.5,229.7,107.8,55.9,163.6,5.68
08-12-2020 03:15,08-12-2020 03:30,131.5,229.7,97.4,58.9,156.2,5.43
08-12-2020 03:30,08-12-2020 03:45,132.5,228.2,82.3,61.1,143.4,5.56
08-12-2020 03:45,08-12-2020 04:00,133.1,227.3,78.9,56.9,135.8,5.65
08-12-2020 04:00,08-12-2020 04:15,133.1,227.3,77.7,55.1,132.8,5.07
08-12-2020 04:15,08-12-2020 04:30,133.1,227.3,76.1,53.7,129.9,5.25
08-12-2020 04:30,08-12-2020 04:45,127.9,212.6,75,52.8,127.8,5.31
08-12-2020 04:45,08-12-2020 05:00,124.9,204,73.3,51.2,124.5,5.37
08-12-2020 05:00,08-12-2020 05:15,124.9,204,68.7,51.1,119.8,5.22
08-12-2020 05:15,08-12-2020 05:30,124.9,204,66,50.1,116.1,5.41
08-12-2020 05:30,08-12-2020 05:45,141.5,251.6,62.7,48.6,111.3,5.8
08-12-2020 05:45,08-12-2020 06:00,151.2,279.2,57.3,53.3,110.6,5.14
08-12-2020 06:00,08-12-2020 06:15,151.2,279.2,61.5,37,98.6,5.68
